line_id,title,pony,prev_pony,prev_dialog,dialog,next_pony,next_dialog
223,Forever Filly,Sweetie Belle,Sweetie Belle,"Right... Well, I sure am happy to see you, and spending the day with you does sound like a lot of fun, but... I'm kind of right in the middle of something important. I have responsibilities and...",No!,Sweetie Belle,"Rarity, what are you doing here?"
224,Forever Filly,Sweetie Belle,Sweetie Belle,No!,"Rarity, what are you doing here?",Sweetie Belle,"You have the CMC guarantee! No matter what it takes, we promise you'll have our full attention."
225,Forever Filly,Sweetie Belle,Sweetie Belle,"Rarity, what are you doing here?","You have the CMC guarantee! No matter what it takes, we promise you'll have our full attention.",Sweetie Belle,"Come on in, Zipporwhill."
226,Forever Filly,Sweetie Belle,Sweetie Belle,"You have the CMC guarantee! No matter what it takes, we promise you'll have our full attention.","Come on in, Zipporwhill.",Sweetie Belle,...now.
227,Forever Filly,Sweetie Belle,Sweetie Belle,"Come on in, Zipporwhill.",...now.,Sweetie Belle,"Well, I think she should be arriving right about..."
228,Forever Filly,Sweetie Belle,Sweetie Belle,...now.,"Well, I think she should be arriving right about...",Sweetie Belle,Pretty sure it's Zipporwhill. She needs help reconnecting with her cutie mark <U+0096> three puppy paw prints.
229,Forever Filly,Sweetie Belle,Sweetie Belle,"Well, I think she should be arriving right about...",Pretty sure it's Zipporwhill. She needs help reconnecting with her cutie mark <U+0096> three puppy paw prints.,Sweetie Belle,Cutie Mark Crusaders mid-mission here!
230,Forever Filly,Sweetie Belle,Sweetie Belle,Pretty sure it's Zipporwhill. She needs help reconnecting with her cutie mark <U+0096> three puppy paw prints.,Cutie Mark Crusaders mid-mission here!,Sweetie Belle,"Scoot, we've got a job to do."
231,Forever Filly,Sweetie Belle,Sweetie Belle,Cutie Mark Crusaders mid-mission here!,"Scoot, we've got a job to do.",Sweetie Belle,"All right, Chipcutter. We've done our part. The rest is up to you."
232,Forever Filly,Sweetie Belle,Sweetie Belle,"Scoot, we've got a job to do.","All right, Chipcutter. We've done our part. The rest is up to you.",Sweetie Belle,"Because you said you weren't good at anything except getting in trouble for making sculptures out of your lunch, right?"
233,Forever Filly,Sweetie Belle,Sweetie Belle,"All right, Chipcutter. We've done our part. The rest is up to you.","Because you said you weren't good at anything except getting in trouble for making sculptures out of your lunch, right?",Sweetie Belle,"Chip, we're proud of you."
234,Forever Filly,Sweetie Belle,Sweetie Belle,"Because you said you weren't good at anything except getting in trouble for making sculptures out of your lunch, right?","Chip, we're proud of you.",Sweetie Belle,That's just it! I used to! That's not who I am anymore!
235,Forever Filly,Sweetie Belle,Sweetie Belle,"Chip, we're proud of you.",That's just it! I used to! That's not who I am anymore!,Sweetie Belle,"Well, all right then. [to the other Crusaders] But, lemme know if you need me or run into any trouble."
236,Forever Filly,Sweetie Belle,Sweetie Belle,That's just it! I used to! That's not who I am anymore!,"Well, all right then. [to the other Crusaders] But, lemme know if you need me or run into any trouble.",Sweetie Belle,"Uh, thanks? I think?"
237,Forever Filly,Sweetie Belle,Sweetie Belle,"Well, all right then. [to the other Crusaders] But, lemme know if you need me or run into any trouble.","Uh, thanks? I think?",Sweetie Belle,"[laughs nervously, sighs] That was, uh... one tasty bite. Still a little hungry, though."
238,Forever Filly,Sweetie Belle,Sweetie Belle,"Uh, thanks? I think?","[laughs nervously, sighs] That was, uh... one tasty bite. Still a little hungry, though.",Sweetie Belle,[sighs] I dunno. It's no big deal. This is great.
239,Forever Filly,Sweetie Belle,Sweetie Belle,"[laughs nervously, sighs] That was, uh... one tasty bite. Still a little hungry, though.",[sighs] I dunno. It's no big deal. This is great.,Sweetie Belle,"Uh... Yeah... Where is ""here"" exactly?"
240,Forever Filly,Sweetie Belle,Sweetie Belle,[sighs] I dunno. It's no big deal. This is great.,"Uh... Yeah... Where is ""here"" exactly?",Sweetie Belle,I did.
241,Forever Filly,Sweetie Belle,Sweetie Belle,"Uh... Yeah... Where is ""here"" exactly?",I did.,Sweetie Belle,Oh. Right. From when I was a little filly.
242,Forever Filly,Sweetie Belle,Sweetie Belle,I did.,Oh. Right. From when I was a little filly.,Sweetie Belle,Huh. I remember it being much bigger.
243,Forever Filly,Sweetie Belle,Sweetie Belle,Oh. Right. From when I was a little filly.,Huh. I remember it being much bigger.,Sweetie Belle,I was thinking something more like a salad.
244,Forever Filly,Sweetie Belle,Sweetie Belle,Huh. I remember it being much bigger.,I was thinking something more like a salad.,Sweetie Belle,"I, um, guess I just prefer black box experimental theater."
245,Forever Filly,Sweetie Belle,Sweetie Belle,I was thinking something more like a salad.,"I, um, guess I just prefer black box experimental theater.",Sweetie Belle,"Oh, um... I guess another scoop would be fine!"
246,Forever Filly,Sweetie Belle,Sweetie Belle,"I, um, guess I just prefer black box experimental theater.","Oh, um... I guess another scoop would be fine!",Sweetie Belle,[indignantly] What?
247,Forever Filly,Sweetie Belle,Sweetie Belle,"Oh, um... I guess another scoop would be fine!",[indignantly] What?,Sweetie Belle,What?
248,Forever Filly,Sweetie Belle,Sweetie Belle,[indignantly] What?,What?,Sweetie Belle,"Well, it's not exactly great..."
249,Forever Filly,Sweetie Belle,Sweetie Belle,What?,"Well, it's not exactly great...",Sweetie Belle,I don't know. It's like Rarity doesn't even know me anymore.
250,Forever Filly,Sweetie Belle,Sweetie Belle,"Well, it's not exactly great...",I don't know. It's like Rarity doesn't even know me anymore.,Sweetie Belle,"Hmmm. I see what you mean... [gasps] You know, it's an awfully big puppy..."
251,Forever Filly,Sweetie Belle,Sweetie Belle,I don't know. It's like Rarity doesn't even know me anymore.,"Hmmm. I see what you mean... [gasps] You know, it's an awfully big puppy...",Sweetie Belle,Gotta go...
252,Forever Filly,Sweetie Belle,Sweetie Belle,"Hmmm. I see what you mean... [gasps] You know, it's an awfully big puppy...",Gotta go...,Sweetie Belle,No!
253,Forever Filly,Sweetie Belle,Sweetie Belle,Gotta go...,No!,Sweetie Belle,Doesn't look like it's going so well. I'm just gonna do a quick check with the CMCs.
254,Forever Filly,Sweetie Belle,Sweetie Belle,No!,Doesn't look like it's going so well. I'm just gonna do a quick check with the CMCs.,,
255,Hard to Say Anything,Sweetie Belle,,,...over-the-top...,Sweetie Belle,"Uh, Apple Bloom, I think they get it."
256,Hard to Say Anything,Sweetie Belle,Sweetie Belle,...over-the-top...,"Uh, Apple Bloom, I think they get it.",Sweetie Belle,"That's an awful long way for a pony to go, isn't it?"
257,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Uh, Apple Bloom, I think they get it.","That's an awful long way for a pony to go, isn't it?",Sweetie Belle,Let's do it!
258,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"That's an awful long way for a pony to go, isn't it?",Let's do it!,Sweetie Belle,I don't think Scootaloo can hold her off much longer.
259,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Let's do it!,I don't think Scootaloo can hold her off much longer.,Sweetie Belle,But don't worry. You've got three not-so-secret admirers right behind you!
260,Hard to Say Anything,Sweetie Belle,Sweetie Belle,I don't think Scootaloo can hold her off much longer.,But don't worry. You've got three not-so-secret admirers right behind you!,Sweetie Belle,"We don't get it. Big, grand gestures always work in the fairy tales."
261,Hard to Say Anything,Sweetie Belle,Sweetie Belle,But don't worry. You've got three not-so-secret admirers right behind you!,"We don't get it. Big, grand gestures always work in the fairy tales.",Sweetie Belle,"Every great love story hinges on the romantic musical number. Big Mac, you've gotta write a song for Sugar Belle!"
262,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"We don't get it. Big, grand gestures always work in the fairy tales.","Every great love story hinges on the romantic musical number. Big Mac, you've gotta write a song for Sugar Belle!",Sweetie Belle,"Hey, Apple Bloom! Rarity's reorganizing her shop, and look what she found! Old costumes from the talent show!"
263,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Every great love story hinges on the romantic musical number. Big Mac, you've gotta write a song for Sugar Belle!","Hey, Apple Bloom! Rarity's reorganizing her shop, and look what she found! Old costumes from the talent show!",Sweetie Belle,Yeah. He totally blushed when you brought up how often he's been going to Starlight's old village.
264,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Hey, Apple Bloom! Rarity's reorganizing her shop, and look what she found! Old costumes from the talent show!",Yeah. He totally blushed when you brought up how often he's been going to Starlight's old village.,Sweetie Belle,Why don't we just ask him?
265,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Yeah. He totally blushed when you brought up how often he's been going to Starlight's old village.,Why don't we just ask him?,Sweetie Belle,"I'll be ""Shimmering Spectacles"", a librarian with a mysterious past."
266,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Why don't we just ask him?,"I'll be ""Shimmering Spectacles"", a librarian with a mysterious past.",Sweetie Belle,What? How?
267,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"I'll be ""Shimmering Spectacles"", a librarian with a mysterious past.",What? How?,Sweetie Belle,Who's that pony?
268,Hard to Say Anything,Sweetie Belle,Sweetie Belle,What? How?,Who's that pony?,Sweetie Belle,So nothing fishy's going on.
269,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Who's that pony?,So nothing fishy's going on.,Sweetie Belle,"Mmm, how many spies do you know?"
270,Hard to Say Anything,Sweetie Belle,Sweetie Belle,So nothing fishy's going on.,"Mmm, how many spies do you know?",Sweetie Belle,What is she doing? Making the biggest apple pie in Equestria?
271,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Mmm, how many spies do you know?",What is she doing? Making the biggest apple pie in Equestria?,Sweetie Belle,[gasps] Or Big Mac!
272,Hard to Say Anything,Sweetie Belle,Sweetie Belle,What is she doing? Making the biggest apple pie in Equestria?,[gasps] Or Big Mac!,Sweetie Belle,Are you okay?
273,Hard to Say Anything,Sweetie Belle,Sweetie Belle,[gasps] Or Big Mac!,Are you okay?,Sweetie Belle,Just look!
274,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Are you okay?,Just look!,Sweetie Belle,"It doesn't really count when you trick a pony into drinking a love potion, does it?"
275,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Just look!,"It doesn't really count when you trick a pony into drinking a love potion, does it?",Sweetie Belle,You can't let that Feather fella get in the way of your one true love!
276,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"It doesn't really count when you trick a pony into drinking a love potion, does it?",You can't let that Feather fella get in the way of your one true love!,Sweetie Belle,"Besides, I know exactly what to do! When I was younger, I read all the fairy tales."
277,Hard to Say Anything,Sweetie Belle,Sweetie Belle,You can't let that Feather fella get in the way of your one true love!,"Besides, I know exactly what to do! When I was younger, I read all the fairy tales.",Sweetie Belle,"Well, I was younger on the way here!"
278,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Besides, I know exactly what to do! When I was younger, I read all the fairy tales.","Well, I was younger on the way here!",Sweetie Belle,"It was a long ride! Anyway, as long as we do what the book says, you're pretty much guaranteed a happy ending. Uh, how about this one? ""Rescuing a damsel-pony-in-distress."" That's perfect! Of course, we'll have to improvise without a dragon."
279,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Well, I was younger on the way here!","It was a long ride! Anyway, as long as we do what the book says, you're pretty much guaranteed a happy ending. Uh, how about this one? ""Rescuing a damsel-pony-in-distress."" That's perfect! Of course, we'll have to improvise without a dragon.",Sweetie Belle,"Come on! You're gonna be her hero! In fairy tales, the knight in shining armor always gets the girl."
280,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"It was a long ride! Anyway, as long as we do what the book says, you're pretty much guaranteed a happy ending. Uh, how about this one? ""Rescuing a damsel-pony-in-distress."" That's perfect! Of course, we'll have to improvise without a dragon.","Come on! You're gonna be her hero! In fairy tales, the knight in shining armor always gets the girl.",Sweetie Belle,"We're just gonna have to keep trying! Big Mac, are you ready to take it up a notch?"
281,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Come on! You're gonna be her hero! In fairy tales, the knight in shining armor always gets the girl.","We're just gonna have to keep trying! Big Mac, are you ready to take it up a notch?",Sweetie Belle,"Trust us! There's nothing more romantic than waking your special pony from a sleeping spell with a magical kiss! See? ""They rode off into the sunset."""
282,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"We're just gonna have to keep trying! Big Mac, are you ready to take it up a notch?","Trust us! There's nothing more romantic than waking your special pony from a sleeping spell with a magical kiss! See? ""They rode off into the sunset.""",Sweetie Belle,Hey! That's our metaphorical sunset they're riding off into!
283,Hard to Say Anything,Sweetie Belle,Sweetie Belle,"Trust us! There's nothing more romantic than waking your special pony from a sleeping spell with a magical kiss! See? ""They rode off into the sunset.""",Hey! That's our metaphorical sunset they're riding off into!,Sweetie Belle,Shh!
284,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Hey! That's our metaphorical sunset they're riding off into!,Shh!,Sweetie Belle,"We're pretty sure she likes you! I mean, she keeps ordering apples just so she can see you again."
285,Hard to Say Anything,Sweetie Belle,Sweetie Belle,Shh!,"We're pretty sure she likes you! I mean, she keeps ordering apples just so she can see you again.",,
286,Hearts and Hooves Day,Sweetie Belle,,,Meet you back at the clubhouse in an hour when this whole mess is over.,Sweetie Belle,"We may have given you the teeny-tiniest bit of love potion... that may have turned out to actually be a love poison, and you may have gone just a teeny-tiniest bit nutty."
287,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Meet you back at the clubhouse in an hour when this whole mess is over.,"We may have given you the teeny-tiniest bit of love potion... that may have turned out to actually be a love poison, and you may have gone just a teeny-tiniest bit nutty.",Sweetie Belle,[giggling] Take a tuft of cloud;
288,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"We may have given you the teeny-tiniest bit of love potion... that may have turned out to actually be a love poison, and you may have gone just a teeny-tiniest bit nutty.",[giggling] Take a tuft of cloud;,Sweetie Belle,"I... don't suppose we could borrow that book for a little while, do ya?"
289,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,[giggling] Take a tuft of cloud;,"I... don't suppose we could borrow that book for a little while, do ya?",Sweetie Belle,Did you say... a love potion?
290,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"I... don't suppose we could borrow that book for a little while, do ya?",Did you say... a love potion?,Sweetie Belle,"[sigh] Either way, we failed."
291,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Did you say... a love potion?,"[sigh] Either way, we failed.",Sweetie Belle,"Aw, come on!"
292,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"[sigh] Either way, we failed.","Aw, come on!",Sweetie Belle,It's up to everypony to choose that very special somepony for themselves.
293,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Aw, come on!",It's up to everypony to choose that very special somepony for themselves.,Sweetie Belle,Of course it will work. They're perfect for each other.
294,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,It's up to everypony to choose that very special somepony for themselves.,Of course it will work. They're perfect for each other.,Sweetie Belle,With her new very special somepony.
295,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Of course it will work. They're perfect for each other.,With her new very special somepony.,Sweetie Belle,Flowers. Don't forget the flowers.
296,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,With her new very special somepony.,Flowers. Don't forget the flowers.,Sweetie Belle,"If we can get Big Mac and Miss Cheerilee in a really romantic setting, I bet she'll ask him."
297,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Flowers. Don't forget the flowers.,"If we can get Big Mac and Miss Cheerilee in a really romantic setting, I bet she'll ask him.",Sweetie Belle,Maybe he doesn't have to.
298,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"If we can get Big Mac and Miss Cheerilee in a really romantic setting, I bet she'll ask him.",Maybe he doesn't have to.,Sweetie Belle,"We did it girls, We've found the one, Who will send our teacher's heart aflutter!"
299,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Maybe he doesn't have to.,"We did it girls, We've found the one, Who will send our teacher's heart aflutter!",Sweetie Belle,"Oh please, oh please oh please say-"
300,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"We did it girls, We've found the one, Who will send our teacher's heart aflutter!","Oh please, oh please oh please say-",Sweetie Belle,"I really feel that at this rate, We'll never find the perfect date."
301,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Oh please, oh please oh please say-","I really feel that at this rate, We'll never find the perfect date.",Sweetie Belle,Too strangely obsessed with tubs of jelly.
302,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"I really feel that at this rate, We'll never find the perfect date.",Too strangely obsessed with tubs of jelly.,Sweetie Belle,Too tall.
303,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Too strangely obsessed with tubs of jelly.,Too tall.,Sweetie Belle,How 'bout this one?
304,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Too tall.,How 'bout this one?,Sweetie Belle,"Well nothing's wrong with this one, He seems alright..."
305,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,How 'bout this one?,"Well nothing's wrong with this one, He seems alright...",Sweetie Belle,"Cheerilee is sweet and kind, She's the best teacher we could hope for. The perfect stallion you and I must find One to really make her heart so-o-oar. But... This one's too young, This one's too old. He clearly has a terrible cold."
306,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Well nothing's wrong with this one, He seems alright...","Cheerilee is sweet and kind, She's the best teacher we could hope for. The perfect stallion you and I must find One to really make her heart so-o-oar. But... This one's too young, This one's too old. He clearly has a terrible cold.",Sweetie Belle,Now it can't be just anypony. Miss Cheerilee is one of the best mares in Ponyville. She deserves to have one of the best stallions as her very special somepony.
307,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Cheerilee is sweet and kind, She's the best teacher we could hope for. The perfect stallion you and I must find One to really make her heart so-o-oar. But... This one's too young, This one's too old. He clearly has a terrible cold.",Now it can't be just anypony. Miss Cheerilee is one of the best mares in Ponyville. She deserves to have one of the best stallions as her very special somepony.,Sweetie Belle,Yeah!
308,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Now it can't be just anypony. Miss Cheerilee is one of the best mares in Ponyville. She deserves to have one of the best stallions as her very special somepony.,Yeah!,Sweetie Belle,[singsong voice] Tooold yooou!
309,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Yeah!,[singsong voice] Tooold yooou!,Sweetie Belle,I'm more than all right. I've just come up with the best idea ever. We're gonna find Miss Cheerilee a very special somepony.
310,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,[singsong voice] Tooold yooou!,I'm more than all right. I've just come up with the best idea ever. We're gonna find Miss Cheerilee a very special somepony.,Sweetie Belle,How could somepony as amazing as you not have a very special somepony on Hearts and Hooves Day?
311,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,I'm more than all right. I've just come up with the best idea ever. We're gonna find Miss Cheerilee a very special somepony.,How could somepony as amazing as you not have a very special somepony on Hearts and Hooves Day?,Sweetie Belle,I'm sure it's nothing compared to the gifts you've gotten from your... very special somepony.
312,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,How could somepony as amazing as you not have a very special somepony on Hearts and Hooves Day?,I'm sure it's nothing compared to the gifts you've gotten from your... very special somepony.,Sweetie Belle,"Mm-hmm, yeah, yeah. And just a tiny bit more lace."
313,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,I'm sure it's nothing compared to the gifts you've gotten from your... very special somepony.,"Mm-hmm, yeah, yeah. And just a tiny bit more lace.",Sweetie Belle,"I know what you mean. If it's for Miss Cheerilee, it needs to be perfect. Hearts and Hooves Day only comes once a year, after all."
314,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Mm-hmm, yeah, yeah. And just a tiny bit more lace.","I know what you mean. If it's for Miss Cheerilee, it needs to be perfect. Hearts and Hooves Day only comes once a year, after all.",Sweetie Belle,A bright rainbow's glow;
315,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"I know what you mean. If it's for Miss Cheerilee, it needs to be perfect. Hearts and Hooves Day only comes once a year, after all.",A bright rainbow's glow;,Sweetie Belle,Stir with a Pegasus feather<U+0096>
316,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,A bright rainbow's glow;,Stir with a Pegasus feather<U+0096>,Sweetie Belle,"[gasp] Ohmigosh, look."
317,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Stir with a Pegasus feather<U+0096>,"[gasp] Ohmigosh, look.",Sweetie Belle,What's the problem? We all agreed these two are perfect for one another.
318,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"[gasp] Ohmigosh, look.",What's the problem? We all agreed these two are perfect for one another.,Sweetie Belle,Let him go!
319,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,What's the problem? We all agreed these two are perfect for one another.,Let him go!,Sweetie Belle,What's wrong? Where's Apple Bloom? Where's Big Mac?
320,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Let him go!,What's wrong? Where's Apple Bloom? Where's Big Mac?,Sweetie Belle,"Ten minutes down, fifty minutes to go."
321,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,What's wrong? Where's Apple Bloom? Where's Big Mac?,"Ten minutes down, fifty minutes to go.",Sweetie Belle,This one looks nice. Better try it on though.
322,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Ten minutes down, fifty minutes to go.",This one looks nice. Better try it on though.,Sweetie Belle,Now we just need to keep them apart. I'll keep Miss Cheerilee occupied. You two do the same with Big Mac.
323,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,This one looks nice. Better try it on though.,Now we just need to keep them apart. I'll keep Miss Cheerilee occupied. You two do the same with Big Mac.,Sweetie Belle,That's right. Maaarriiied.
324,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Now we just need to keep them apart. I'll keep Miss Cheerilee occupied. You two do the same with Big Mac.,That's right. Maaarriiied.,Sweetie Belle,"Fast, not slow."
325,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,That's right. Maaarriiied.,"Fast, not slow.",Sweetie Belle,"Hi, Miss Cheerilee, how are you?"
326,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Fast, not slow.","Hi, Miss Cheerilee, how are you?",Sweetie Belle,They aren't really gonna get married. They're just gonna get ready to get married.
327,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Hi, Miss Cheerilee, how are you?",They aren't really gonna get married. They're just gonna get ready to get married.,Sweetie Belle,A wedding! That's it! Miss Cheerilee and Big Mac should get married!
328,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,They aren't really gonna get married. They're just gonna get ready to get married.,A wedding! That's it! Miss Cheerilee and Big Mac should get married!,Sweetie Belle,[nervous chuckle] Who knows?
329,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,A wedding! That's it! Miss Cheerilee and Big Mac should get married!,[nervous chuckle] Who knows?,Sweetie Belle,"If we can keep Miss Cheerilee and Big Mac from looking into each other's eyes for one full hour, the love curse will be broken."
330,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,[nervous chuckle] Who knows?,"If we can keep Miss Cheerilee and Big Mac from looking into each other's eyes for one full hour, the love curse will be broken.",Sweetie Belle,There's an antidote!
331,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"If we can keep Miss Cheerilee and Big Mac from looking into each other's eyes for one full hour, the love curse will be broken.",There's an antidote!,Sweetie Belle,"Well, there's something here about a dragon, the kingdom falling, chaos reigning... Okay, apparently it was all because the prince and princess were so lost in each other's eyes that they couldn't perform their royal duties."
332,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,There's an antidote!,"Well, there's something here about a dragon, the kingdom falling, chaos reigning... Okay, apparently it was all because the prince and princess were so lost in each other's eyes that they couldn't perform their royal duties.",Sweetie Belle,"Gosh, you two are so in love, the next thing you know, you'll be getting married."
333,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Well, there's something here about a dragon, the kingdom falling, chaos reigning... Okay, apparently it was all because the prince and princess were so lost in each other's eyes that they couldn't perform their royal duties.","Gosh, you two are so in love, the next thing you know, you'll be getting married.",Sweetie Belle,We might not have given Big Mac and Miss Cheerilee a love potion. We may have given them a love poison.
334,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Gosh, you two are so in love, the next thing you know, you'll be getting married.",We might not have given Big Mac and Miss Cheerilee a love potion. We may have given them a love poison.,Sweetie Belle,"Apparently, some prince a long time ago whipped up this recipe and gave it to this princess he liked. He meant it to be a love potion, but things didn't turn out so well."
335,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,We might not have given Big Mac and Miss Cheerilee a love potion. We may have given them a love poison.,"Apparently, some prince a long time ago whipped up this recipe and gave it to this princess he liked. He meant it to be a love potion, but things didn't turn out so well.",Sweetie Belle,"And what could make them happier than being together, right?"
336,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Apparently, some prince a long time ago whipped up this recipe and gave it to this princess he liked. He meant it to be a love potion, but things didn't turn out so well.","And what could make them happier than being together, right?",Sweetie Belle,Punch!
337,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"And what could make them happier than being together, right?",Punch!,Sweetie Belle,"Punch! We made punch. We were gonna set up a stand and try to sell it but, heh, we needed somepony to taste-test it first."
338,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Punch!,"Punch! We made punch. We were gonna set up a stand and try to sell it but, heh, we needed somepony to taste-test it first.",Sweetie Belle,YES!
339,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Punch! We made punch. We were gonna set up a stand and try to sell it but, heh, we needed somepony to taste-test it first.",YES!,Sweetie Belle,"Miss Cheerilee, are you alright?"
340,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,YES!,"Miss Cheerilee, are you alright?",Sweetie Belle,I think they're gonna drink it.
341,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,"Miss Cheerilee, are you alright?",I think they're gonna drink it.,Sweetie Belle,Maybe we added too much rainbow.
342,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,I think they're gonna drink it.,Maybe we added too much rainbow.,Sweetie Belle,Or maybe... uh-oh.
343,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Maybe we added too much rainbow.,Or maybe... uh-oh.,Sweetie Belle,I think we may have given them too big of a nudge.
344,Hearts and Hooves Day,Sweetie Belle,Sweetie Belle,Or maybe... uh-oh.,I think we may have given them too big of a nudge.,,
345,Just for Sidekicks,Sweetie Belle,,,Without seeing the palace!,Sweetie Belle,[muffled] But pink feathers would look so good with your eyes!
346,Just for Sidekicks,Sweetie Belle,Sweetie Belle,Without seeing the palace!,[muffled] But pink feathers would look so good with your eyes!,Sweetie Belle,And we'll need beds for when they're tired!
347,Just for Sidekicks,Sweetie Belle,Sweetie Belle,[muffled] But pink feathers would look so good with your eyes!,And we'll need beds for when they're tired!,Sweetie Belle,And our critter-grooming cutie marks probably aren't going to appear anytime soon either.
348,Just for Sidekicks,Sweetie Belle,Sweetie Belle,And we'll need beds for when they're tired!,And our critter-grooming cutie marks probably aren't going to appear anytime soon either.,Sweetie Belle,That would be adorable!
349,Just for Sidekicks,Sweetie Belle,Sweetie Belle,And our critter-grooming cutie marks probably aren't going to appear anytime soon either.,That would be adorable!,Sweetie Belle,"I wish I were dressed for it, but still... [squealing] THE CRYSTAL EMPIRE!"
350,Just for Sidekicks,Sweetie Belle,Sweetie Belle,That would be adorable!,"I wish I were dressed for it, but still... [squealing] THE CRYSTAL EMPIRE!",Sweetie Belle,Ah! I'm in crystal heaven!
351,Just for Sidekicks,Sweetie Belle,Sweetie Belle,"I wish I were dressed for it, but still... [squealing] THE CRYSTAL EMPIRE!",Ah! I'm in crystal heaven!,Sweetie Belle,There has to be a better solution!
352,Just for Sidekicks,Sweetie Belle,Sweetie Belle,Ah! I'm in crystal heaven!,There has to be a better solution!,Sweetie Belle,"Awww, little fluffy Angel Bunny-kins! You're so cute! The natural weaves in his fluff are to die for!"
