line_id,title,pony,prev_pony,prev_dialog,dialog,next_pony,next_dialog
1,28 Pranks Later,Sweetie Belle,,,What happened to all of our friends?,Sweetie Belle,We wanna hit every house in Ponyville!
2,28 Pranks Later,Sweetie Belle,Sweetie Belle,What happened to all of our friends?,We wanna hit every house in Ponyville!,Sweetie Belle,Hmm. The sewing machine cake is actually better than the cake cake.
3,28 Pranks Later,Sweetie Belle,Sweetie Belle,We wanna hit every house in Ponyville!,Hmm. The sewing machine cake is actually better than the cake cake.,Sweetie Belle,So how do we get it down?
4,28 Pranks Later,Sweetie Belle,Sweetie Belle,Hmm. The sewing machine cake is actually better than the cake cake.,So how do we get it down?,Sweetie Belle,What does it mean?
5,28 Pranks Later,Sweetie Belle,Sweetie Belle,So how do we get it down?,What does it mean?,Sweetie Belle,[lips smacking] Hmm. Not bad.
6,28 Pranks Later,Sweetie Belle,Sweetie Belle,What does it mean?,[lips smacking] Hmm. Not bad.,Sweetie Belle,We need to find somewhere to hide!
7,28 Pranks Later,Sweetie Belle,Sweetie Belle,[lips smacking] Hmm. Not bad.,We need to find somewhere to hide!,,
8,Appleoosa's Most Wanted,Sweetie Belle,,,Do either of you have any idea where we are?,Sweetie Belle,"Come on, we've gone far enough! It's time to go back!"
9,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,Do either of you have any idea where we are?,"Come on, we've gone far enough! It's time to go back!",Sweetie Belle,You mean you don't know?!
10,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,"Come on, we've gone far enough! It's time to go back!",You mean you don't know?!,Sweetie Belle,You can't do that! That's Trouble Shoes!
11,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,You mean you don't know?!,You can't do that! That's Trouble Shoes!,Sweetie Belle,Klutzy?
12,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,You can't do that! That's Trouble Shoes!,Klutzy?,Sweetie Belle,"You're right! He could still be in rodeos, just not the way he thought!"
13,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,Klutzy?,"You're right! He could still be in rodeos, just not the way he thought!",Sweetie Belle,Poor Trouble Shoes. I can't believe those mean judges would laugh at him like that.
14,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,"You're right! He could still be in rodeos, just not the way he thought!",Poor Trouble Shoes. I can't believe those mean judges would laugh at him like that.,Sweetie Belle,Worst idea ever.
15,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,Poor Trouble Shoes. I can't believe those mean judges would laugh at him like that.,Worst idea ever.,Sweetie Belle,[simultaneously] Woo-hoo!
16,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,Worst idea ever.,[simultaneously] Woo-hoo!,Sweetie Belle,That all depends on how you look at it.
17,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,[simultaneously] Woo-hoo!,That all depends on how you look at it.,Sweetie Belle,But he never wanted to ruin any rodeos! Those were just bad accidents!
18,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,That all depends on how you look at it.,But he never wanted to ruin any rodeos! Those were just bad accidents!,Sweetie Belle,I guess we did make things a little better.
19,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,But he never wanted to ruin any rodeos! Those were just bad accidents!,I guess we did make things a little better.,Sweetie Belle,It's actually kind of sweet of him to help us out like this.
20,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,I guess we did make things a little better.,It's actually kind of sweet of him to help us out like this.,Sweetie Belle,But isn't he a dangerous criminal?
21,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,It's actually kind of sweet of him to help us out like this.,But isn't he a dangerous criminal?,Sweetie Belle,"You sure about this, Scootaloo?"
22,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,But isn't he a dangerous criminal?,"You sure about this, Scootaloo?",Sweetie Belle,[simultaneously] Yeah...
23,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,"You sure about this, Scootaloo?",[simultaneously] Yeah...,Sweetie Belle,I hope nothing bad is going on.
24,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,[simultaneously] Yeah...,I hope nothing bad is going on.,Sweetie Belle,"I don't know... All these events look a little, well, dangerous."
25,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,I hope nothing bad is going on.,"I don't know... All these events look a little, well, dangerous.",Sweetie Belle,I thought we weren't going to wander off again.
26,Appleoosa's Most Wanted,Sweetie Belle,Sweetie Belle,"I don't know... All these events look a little, well, dangerous.",I thought we weren't going to wander off again.,,
27,Bloom & Gloom,Sweetie Belle,,,"Don't worry, Apple Bloom. Most of your family has apple-related cutie marks. I bet yours will be, too. And what's not to like about apples?",Sweetie Belle,"I'm glad she's happy, but I sure wouldn't want to be up to my flank in mane hair all day. Can you imagine getting stuck with a cutie mark you didn't like?"
28,Bloom & Gloom,Sweetie Belle,Sweetie Belle,"Don't worry, Apple Bloom. Most of your family has apple-related cutie marks. I bet yours will be, too. And what's not to like about apples?","I'm glad she's happy, but I sure wouldn't want to be up to my flank in mane hair all day. Can you imagine getting stuck with a cutie mark you didn't like?",Sweetie Belle,Of course! She was always fussing with her bangs and tail! I'll bet she grows up to be a celebrity stylist!
29,Bloom & Gloom,Sweetie Belle,Sweetie Belle,"I'm glad she's happy, but I sure wouldn't want to be up to my flank in mane hair all day. Can you imagine getting stuck with a cutie mark you didn't like?",Of course! She was always fussing with her bangs and tail! I'll bet she grows up to be a celebrity stylist!,Sweetie Belle,"Yeah. Apple Bloom, what's this all about?"
30,Bloom & Gloom,Sweetie Belle,Sweetie Belle,Of course! She was always fussing with her bangs and tail! I'll bet she grows up to be a celebrity stylist!,"Yeah. Apple Bloom, what's this all about?",Sweetie Belle,Wow!
31,Bloom & Gloom,Sweetie Belle,Sweetie Belle,"Yeah. Apple Bloom, what's this all about?",Wow!,Sweetie Belle,Not helping.
32,Bloom & Gloom,Sweetie Belle,Sweetie Belle,Wow!,Not helping.,Sweetie Belle,Me neither...
33,Bloom & Gloom,Sweetie Belle,Sweetie Belle,Not helping.,Me neither...,Sweetie Belle,But I'm still super excited for you!
34,Bloom & Gloom,Sweetie Belle,Sweetie Belle,Me neither...,But I'm still super excited for you!,Sweetie Belle,"Yeah, what's going on?"
35,Bloom & Gloom,Sweetie Belle,Sweetie Belle,But I'm still super excited for you!,"Yeah, what's going on?",Sweetie Belle,"Well, technically the clubhouse is for Crusaders only."
36,Bloom & Gloom,Sweetie Belle,Sweetie Belle,"Yeah, what's going on?","Well, technically the clubhouse is for Crusaders only.",Sweetie Belle,That way she'll know she isn't alone!
37,Bloom & Gloom,Sweetie Belle,Sweetie Belle,"Well, technically the clubhouse is for Crusaders only.",That way she'll know she isn't alone!,Sweetie Belle,"Why? I mean, you can't come in then either."
38,Bloom & Gloom,Sweetie Belle,Sweetie Belle,That way she'll know she isn't alone!,"Why? I mean, you can't come in then either.",Sweetie Belle,It's lucky we're all scared of the same things. That way we can help and remind each other to just be who we are!
39,Bloom & Gloom,Sweetie Belle,Sweetie Belle,"Why? I mean, you can't come in then either.",It's lucky we're all scared of the same things. That way we can help and remind each other to just be who we are!,Sweetie Belle,We're still asleep?
40,Bloom & Gloom,Sweetie Belle,Sweetie Belle,It's lucky we're all scared of the same things. That way we can help and remind each other to just be who we are!,We're still asleep?,Sweetie Belle,But maybe we'll see you later.
41,Bloom & Gloom,Sweetie Belle,Sweetie Belle,We're still asleep?,But maybe we'll see you later.,Sweetie Belle,And we certainly don't have time to hang out at an old clubhouse.
42,Bloom & Gloom,Sweetie Belle,Sweetie Belle,But maybe we'll see you later.,And we certainly don't have time to hang out at an old clubhouse.,Sweetie Belle,Rules are rules.
43,Bloom & Gloom,Sweetie Belle,Sweetie Belle,And we certainly don't have time to hang out at an old clubhouse.,Rules are rules.,Sweetie Belle,"Um, yeah... the thing is..."
44,Bloom & Gloom,Sweetie Belle,Sweetie Belle,Rules are rules.,"Um, yeah... the thing is...",,
45,Brotherhooves Social,Sweetie Belle,,,"It's sweet he wants to help you out like this. Weird, but sweet.",Sweetie Belle,Have they called your brother's bluff yet?
46,Brotherhooves Social,Sweetie Belle,Sweetie Belle,"It's sweet he wants to help you out like this. Weird, but sweet.",Have they called your brother's bluff yet?,Sweetie Belle,[deadpan] That's Big Mac in a dress.
47,Brotherhooves Social,Sweetie Belle,Sweetie Belle,Have they called your brother's bluff yet?,[deadpan] That's Big Mac in a dress.,Sweetie Belle,Your cousin who what now?
48,Brotherhooves Social,Sweetie Belle,Sweetie Belle,[deadpan] That's Big Mac in a dress.,Your cousin who what now?,Sweetie Belle,[gasps] Applejack is back from Manehattan already? That must mean Rarity is back too!
49,Brotherhooves Social,Sweetie Belle,Sweetie Belle,Your cousin who what now?,[gasps] Applejack is back from Manehattan already? That must mean Rarity is back too!,Sweetie Belle,I guess I'm just a little jealous you two get to compete and I don't. But at least I get to be here and cheer you on! I thought Apple Bloom was gonna be here too.
50,Brotherhooves Social,Sweetie Belle,Sweetie Belle,[gasps] Applejack is back from Manehattan already? That must mean Rarity is back too!,I guess I'm just a little jealous you two get to compete and I don't. But at least I get to be here and cheer you on! I thought Apple Bloom was gonna be here too.,Sweetie Belle,So what do you say?
51,Brotherhooves Social,Sweetie Belle,Sweetie Belle,I guess I'm just a little jealous you two get to compete and I don't. But at least I get to be here and cheer you on! I thought Apple Bloom was gonna be here too.,So what do you say?,Sweetie Belle,"Hey, Apple Bloom, the Social's gonna start in a few hours. Thought you might want to go with us."
52,Brotherhooves Social,Sweetie Belle,Sweetie Belle,So what do you say?,"Hey, Apple Bloom, the Social's gonna start in a few hours. Thought you might want to go with us.",Sweetie Belle,"That's awful nice of you to say, cousin Orchard Blossom! I've been told before I'm pretty observant."
53,Brotherhooves Social,Sweetie Belle,Sweetie Belle,"Hey, Apple Bloom, the Social's gonna start in a few hours. Thought you might want to go with us.","That's awful nice of you to say, cousin Orchard Blossom! I've been told before I'm pretty observant.",Sweetie Belle,Pretty great they're letting you participate even though you're not technically sisters.
54,Brotherhooves Social,Sweetie Belle,Sweetie Belle,"That's awful nice of you to say, cousin Orchard Blossom! I've been told before I'm pretty observant.",Pretty great they're letting you participate even though you're not technically sisters.,,
55,Call of the Cutie,Sweetie Belle,,,"No, it means she's full of potential.",Sweetie Belle,Let's see if there are any cookies.
56,Call of the Cutie,Sweetie Belle,Sweetie Belle,"No, it means she's full of potential.",Let's see if there are any cookies.,Sweetie Belle,"She could be a great scientist, or an amazing artist, or a famous writer. She could even be mayor of Ponyville someday."
57,Call of the Cutie,Sweetie Belle,Sweetie Belle,Let's see if there are any cookies.,"She could be a great scientist, or an amazing artist, or a famous writer. She could even be mayor of Ponyville someday.",Sweetie Belle,And I'm Sweetie Belle.
58,Call of the Cutie,Sweetie Belle,Sweetie Belle,"She could be a great scientist, or an amazing artist, or a famous writer. She could even be mayor of Ponyville someday.",And I'm Sweetie Belle.,Sweetie Belle,Totally crazy.
59,Call of the Cutie,Sweetie Belle,Sweetie Belle,And I'm Sweetie Belle.,Totally crazy.,Sweetie Belle,Ooh! Ooh! We could form our own secret society.
60,Call of the Cutie,Sweetie Belle,Sweetie Belle,Totally crazy.,Ooh! Ooh! We could form our own secret society.,Sweetie Belle,The Cutastically Fantastics?
61,Call of the Cutie,Sweetie Belle,Sweetie Belle,Ooh! Ooh! We could form our own secret society.,The Cutastically Fantastics?,Sweetie Belle,This is gonna be so great!
62,Call of the Cutie,Sweetie Belle,Sweetie Belle,The Cutastically Fantastics?,This is gonna be so great!,,
63,Campfire Tales,Sweetie Belle,,,"We could turn those trees into a nice, little shelter!",Sweetie Belle,We got to hear legendary stories and go on an adventure.
64,Campfire Tales,Sweetie Belle,Sweetie Belle,"We could turn those trees into a nice, little shelter!",We got to hear legendary stories and go on an adventure.,Sweetie Belle,Yeah-ha-ha!
65,Campfire Tales,Sweetie Belle,Sweetie Belle,We got to hear legendary stories and go on an adventure.,Yeah-ha-ha!,Sweetie Belle,And I've got the bites to prove it.
66,Campfire Tales,Sweetie Belle,Sweetie Belle,Yeah-ha-ha!,And I've got the bites to prove it.,Sweetie Belle,I think she's my favorite legend too.
67,Campfire Tales,Sweetie Belle,Sweetie Belle,And I've got the bites to prove it.,I think she's my favorite legend too.,Sweetie Belle,All our hard work is ruined!
68,Campfire Tales,Sweetie Belle,Sweetie Belle,I think she's my favorite legend too.,All our hard work is ruined!,Sweetie Belle,No. I didn't know you had one.
69,Campfire Tales,Sweetie Belle,Sweetie Belle,All our hard work is ruined!,No. I didn't know you had one.,Sweetie Belle,"Yup. This time, you only packed three suitcases."
70,Campfire Tales,Sweetie Belle,Sweetie Belle,No. I didn't know you had one.,"Yup. This time, you only packed three suitcases.",Sweetie Belle,[shrieks] Now what?!
71,Campfire Tales,Sweetie Belle,Sweetie Belle,"Yup. This time, you only packed three suitcases.",[shrieks] Now what?!,Sweetie Belle,"Uh, girls? There is no camp to go back to."
72,Campfire Tales,Sweetie Belle,Sweetie Belle,[shrieks] Now what?!,"Uh, girls? There is no camp to go back to.",Sweetie Belle,"I'd assume there was, too. If somepony told me either one of you two'd gone evil..."
73,Campfire Tales,Sweetie Belle,Sweetie Belle,"Uh, girls? There is no camp to go back to.","I'd assume there was, too. If somepony told me either one of you two'd gone evil...",Sweetie Belle,"How? Our camp was so pretty, and this cave is so... not."
74,Campfire Tales,Sweetie Belle,Sweetie Belle,"I'd assume there was, too. If somepony told me either one of you two'd gone evil...","How? Our camp was so pretty, and this cave is so... not.",Sweetie Belle,"Apple Bloom, shhh! We haven't heard it yet!"
75,Campfire Tales,Sweetie Belle,Sweetie Belle,"How? Our camp was so pretty, and this cave is so... not.","Apple Bloom, shhh! We haven't heard it yet!",Sweetie Belle,Wait a minute. All by himself?
76,Campfire Tales,Sweetie Belle,Sweetie Belle,"Apple Bloom, shhh! We haven't heard it yet!",Wait a minute. All by himself?,,
77,Crusaders of the Lost Mark,Sweetie Belle,,,Especially where our playground equipment should be?,Sweetie Belle,We've run out of ideas.
78,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,Especially where our playground equipment should be?,We've run out of ideas.,Sweetie Belle,Campaign manager cutie marks!
79,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,We've run out of ideas.,Campaign manager cutie marks!,Sweetie Belle,Seems like she could use a friend or two to help her figure it out.
80,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,Campaign manager cutie marks!,Seems like she could use a friend or two to help her figure it out.,Sweetie Belle,That sounds like a yes...
81,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,Seems like she could use a friend or two to help her figure it out.,That sounds like a yes...,Sweetie Belle,"Not really, since we kind of overheard you yesterday."
82,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,That sounds like a yes...,"Not really, since we kind of overheard you yesterday.",Sweetie Belle,"No! We were just worried about you when you lost the election, and then you lost your friend, and then your mom yelled at you..."
83,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,"Not really, since we kind of overheard you yesterday.","No! We were just worried about you when you lost the election, and then you lost your friend, and then your mom yelled at you...",Sweetie Belle,"Don't worry, Pip!"
84,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,"No! We were just worried about you when you lost the election, and then you lost your friend, and then your mom yelled at you...","Don't worry, Pip!",Sweetie Belle,Wait! I'm coming too!
85,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,"Don't worry, Pip!",Wait! I'm coming too!,Sweetie Belle,"Yeah, and I think that's way more important than worrying about our cutie marks, don't you?"
86,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,Wait! I'm coming too!,"Yeah, and I think that's way more important than worrying about our cutie marks, don't you?",Sweetie Belle,What happened?
87,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,"Yeah, and I think that's way more important than worrying about our cutie marks, don't you?",What happened?,Sweetie Belle,And our journey here is never really done
88,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,What happened?,And our journey here is never really done,Sweetie Belle,Yeah! I can't wait to see who we're gonna help next!
89,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,And our journey here is never really done,Yeah! I can't wait to see who we're gonna help next!,Sweetie Belle,"Well, if that's how you treat your best friend, then I choose Pipsqueak!"
90,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,Yeah! I can't wait to see who we're gonna help next!,"Well, if that's how you treat your best friend, then I choose Pipsqueak!",Sweetie Belle,Is it weird that I feel bad for her?
91,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,"Well, if that's how you treat your best friend, then I choose Pipsqueak!",Is it weird that I feel bad for her?,Sweetie Belle,Why not?
92,Crusaders of the Lost Mark,Sweetie Belle,Sweetie Belle,Is it weird that I feel bad for her?,Why not?,,
93,Equestria Games,Sweetie Belle,,,We tried to talk him into it...,Sweetie Belle,And tonight's the closing ceremony!
94,Equestria Games,Sweetie Belle,Sweetie Belle,We tried to talk him into it...,And tonight's the closing ceremony!,,
95,Family Appreciation Day,Sweetie Belle,,,Snap out of it. We're here to help you!,Sweetie Belle,Apple Bloom's sick! Looks like she might have to stay home all week!
96,Family Appreciation Day,Sweetie Belle,Sweetie Belle,Snap out of it. We're here to help you!,Apple Bloom's sick! Looks like she might have to stay home all week!,Sweetie Belle,Hey! Look!
97,Family Appreciation Day,Sweetie Belle,Sweetie Belle,Apple Bloom's sick! Looks like she might have to stay home all week!,Hey! Look!,Sweetie Belle,And that gives me an idea!
98,Family Appreciation Day,Sweetie Belle,Sweetie Belle,Hey! Look!,And that gives me an idea!,Sweetie Belle,How different can they be?
99,Family Appreciation Day,Sweetie Belle,Sweetie Belle,And that gives me an idea!,How different can they be?,Sweetie Belle,Sick?
100,Family Appreciation Day,Sweetie Belle,Sweetie Belle,How different can they be?,Sick?,Sweetie Belle,"Must be 'cause you had something to do with it, Apple Bloom."
101,Family Appreciation Day,Sweetie Belle,Sweetie Belle,Sick?,"Must be 'cause you had something to do with it, Apple Bloom.",Sweetie Belle,"Well, you can't run off... but maybe somepony else can!"
102,Family Appreciation Day,Sweetie Belle,Sweetie Belle,"Must be 'cause you had something to do with it, Apple Bloom.","Well, you can't run off... but maybe somepony else can!",Sweetie Belle,"We can't move Family Appreciation Day, so let's move harvest day instead!"
103,Family Appreciation Day,Sweetie Belle,Sweetie Belle,"Well, you can't run off... but maybe somepony else can!","We can't move Family Appreciation Day, so let's move harvest day instead!",,
104,Flight to the Finish,Sweetie Belle,,,I'm just too tired! I can't keep going!,Sweetie Belle,She's right. It's like you don't even need us anymore!
105,Flight to the Finish,Sweetie Belle,Sweetie Belle,I'm just too tired! I can't keep going!,She's right. It's like you don't even need us anymore!,Sweetie Belle,We're gonna need a plan.
106,Flight to the Finish,Sweetie Belle,Sweetie Belle,She's right. It's like you don't even need us anymore!,We're gonna need a plan.,Sweetie Belle,"[hushed] Left, left!"
107,Flight to the Finish,Sweetie Belle,Sweetie Belle,We're gonna need a plan.,"[hushed] Left, left!",Sweetie Belle,Unicorns like me!
108,Flight to the Finish,Sweetie Belle,Sweetie Belle,"[hushed] Left, left!",Unicorns like me!,Sweetie Belle,[hushed] Me too! But all she cares about now is flying!
109,Flight to the Finish,Sweetie Belle,Sweetie Belle,Unicorns like me!,[hushed] Me too! But all she cares about now is flying!,Sweetie Belle,Me three!
110,Flight to the Finish,Sweetie Belle,Sweetie Belle,[hushed] Me too! But all she cares about now is flying!,Me three!,Sweetie Belle,Is this a good idea?
111,Flight to the Finish,Sweetie Belle,Sweetie Belle,Me three!,Is this a good idea?,Sweetie Belle,"Don't listen to them, Scootaloo. Scootaloo? You okay?"
112,Flight to the Finish,Sweetie Belle,Sweetie Belle,Is this a good idea?,"Don't listen to them, Scootaloo. Scootaloo? You okay?",Sweetie Belle,But there's one problem! I bet everypony in class is planning to compete!
113,Flight to the Finish,Sweetie Belle,Sweetie Belle,"Don't listen to them, Scootaloo. Scootaloo? You okay?",But there's one problem! I bet everypony in class is planning to compete!,Sweetie Belle,Is that even possible?
114,Flight to the Finish,Sweetie Belle,Sweetie Belle,But there's one problem! I bet everypony in class is planning to compete!,Is that even possible?,Sweetie Belle,We are unicorns!
115,Flight to the Finish,Sweetie Belle,Sweetie Belle,Is that even possible?,We are unicorns!,Sweetie Belle,I'm not really sure.
116,Flight to the Finish,Sweetie Belle,Sweetie Belle,We are unicorns!,I'm not really sure.,Sweetie Belle,Wait... What?
117,Flight to the Finish,Sweetie Belle,Sweetie Belle,I'm not really sure.,Wait... What?,Sweetie Belle,Ms. Harshwhinny never said anything about that!
118,Flight to the Finish,Sweetie Belle,Sweetie Belle,Wait... What?,Ms. Harshwhinny never said anything about that!,Sweetie Belle,What?
119,Flight to the Finish,Sweetie Belle,Sweetie Belle,Ms. Harshwhinny never said anything about that!,What?,Sweetie Belle,"Now, this is just a little something we threw together. It's not perfect yet, not even close."
120,Flight to the Finish,Sweetie Belle,Sweetie Belle,What?,"Now, this is just a little something we threw together. It's not perfect yet, not even close.",Sweetie Belle,"We've gotta catch the early train to the Crystal Empire. I'd better get some rest. See you in the morning, Scootaloo."
121,Flight to the Finish,Sweetie Belle,Sweetie Belle,"Now, this is just a little something we threw together. It's not perfect yet, not even close.","We've gotta catch the early train to the Crystal Empire. I'd better get some rest. See you in the morning, Scootaloo.",Sweetie Belle,"Well, actually, we kinda told her..."
122,Flight to the Finish,Sweetie Belle,Sweetie Belle,"We've gotta catch the early train to the Crystal Empire. I'd better get some rest. See you in the morning, Scootaloo.","Well, actually, we kinda told her...",Sweetie Belle,I can't believe you're quitting on us!
123,Flight to the Finish,Sweetie Belle,Sweetie Belle,"Well, actually, we kinda told her...",I can't believe you're quitting on us!,Sweetie Belle,Scootaloo? Where is she?
124,Flight to the Finish,Sweetie Belle,Sweetie Belle,I can't believe you're quitting on us!,Scootaloo? Where is she?,Sweetie Belle,...unicorns...
125,Flight to the Finish,Sweetie Belle,Sweetie Belle,Scootaloo? Where is she?,...unicorns...,Sweetie Belle,Friendship.
126,Flight to the Finish,Sweetie Belle,Sweetie Belle,...unicorns...,Friendship.,Sweetie Belle,"Not without you, Scootaloo."
127,Flight to the Finish,Sweetie Belle,Sweetie Belle,Friendship.,"Not without you, Scootaloo.",Sweetie Belle,"Got the moves, got the mojo..."
128,Flight to the Finish,Sweetie Belle,Sweetie Belle,"Not without you, Scootaloo.","Got the moves, got the mojo...",Sweetie Belle,She's staying home.
129,Flight to the Finish,Sweetie Belle,Sweetie Belle,"Got the moves, got the mojo...",She's staying home.,Sweetie Belle,Fine...
130,Flight to the Finish,Sweetie Belle,Sweetie Belle,She's staying home.,Fine...,Sweetie Belle,"But that's not true, Scootaloo!"
131,Flight to the Finish,Sweetie Belle,Sweetie Belle,Fine...,"But that's not true, Scootaloo!",Sweetie Belle,I do not like them one bit.
132,Flight to the Finish,Sweetie Belle,Sweetie Belle,"But that's not true, Scootaloo!",I do not like them one bit.,,
133,For Whom the Sweetie Belle Toils,Sweetie Belle,,,Listen to my sister!,Sweetie Belle,When was this?
134,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,Listen to my sister!,When was this?,Sweetie Belle,"[muffled] At least Sapphire Shores won't be all like ""Ooh, who fetched you that red ribbon? Because I don't care about anything else you made. All I care about is that amazing red ribbon!"""
135,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,When was this?,"[muffled] At least Sapphire Shores won't be all like ""Ooh, who fetched you that red ribbon? Because I don't care about anything else you made. All I care about is that amazing red ribbon!""",Sweetie Belle,[gulping water] I wish there was a way I could take back all the work I did!
136,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"[muffled] At least Sapphire Shores won't be all like ""Ooh, who fetched you that red ribbon? Because I don't care about anything else you made. All I care about is that amazing red ribbon!""",[gulping water] I wish there was a way I could take back all the work I did!,Sweetie Belle,[growls] Now what?
137,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,[gulping water] I wish there was a way I could take back all the work I did!,[growls] Now what?,Sweetie Belle,Noooo!
138,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,[growls] Now what?,Noooo!,Sweetie Belle,[sighs] I hope everything goes alright for her tomorrow.
139,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,Noooo!,[sighs] I hope everything goes alright for her tomorrow.,Sweetie Belle,"Funny, I thought I was the only one who got worried about stuff like that."
140,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,[sighs] I hope everything goes alright for her tomorrow.,"Funny, I thought I was the only one who got worried about stuff like that.",Sweetie Belle,Wait. This must've happened earlier tonight!
141,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"Funny, I thought I was the only one who got worried about stuff like that.",Wait. This must've happened earlier tonight!,Sweetie Belle,I guess Rarity wasn't trying to steal the spotlight. She was trying to save my party. Luna? Luna!
142,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,Wait. This must've happened earlier tonight!,I guess Rarity wasn't trying to steal the spotlight. She was trying to save my party. Luna? Luna!,Sweetie Belle,"I remember this. This is my fifth birthday party! I decided to make a grand entrance. I made myself all beautiful, just like my big sister."
143,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,I guess Rarity wasn't trying to steal the spotlight. She was trying to save my party. Luna? Luna!,"I remember this. This is my fifth birthday party! I decided to make a grand entrance. I made myself all beautiful, just like my big sister.",Sweetie Belle,That's when I learned 'never try to shine with my big sister around'.
144,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"I remember this. This is my fifth birthday party! I decided to make a grand entrance. I made myself all beautiful, just like my big sister.",That's when I learned 'never try to shine with my big sister around'.,Sweetie Belle,"And I kept posing at the top of the stairs, waiting to be noticed, but all I heard was..."
145,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,That's when I learned 'never try to shine with my big sister around'.,"And I kept posing at the top of the stairs, waiting to be noticed, but all I heard was...",Sweetie Belle,"Finally, I was perfect, and then went to the stairs to enter like the belle of the ball. When I finally came out of my room, I found the party going on without me."
146,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"And I kept posing at the top of the stairs, waiting to be noticed, but all I heard was...","Finally, I was perfect, and then went to the stairs to enter like the belle of the ball. When I finally came out of my room, I found the party going on without me.",Sweetie Belle,"Wait, come back! Luna? Can you hear me? Thank you for what you did! Help, Luna! Luuuna!"
147,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"Finally, I was perfect, and then went to the stairs to enter like the belle of the ball. When I finally came out of my room, I found the party going on without me.","Wait, come back! Luna? Can you hear me? Thank you for what you did! Help, Luna! Luuuna!",Sweetie Belle,"Let me see. You just rescued me from a maniacal laughing Rarity-cloud. Yeah, probably dreaming."
148,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"Wait, come back! Luna? Can you hear me? Thank you for what you did! Help, Luna! Luuuna!","Let me see. You just rescued me from a maniacal laughing Rarity-cloud. Yeah, probably dreaming.",Sweetie Belle,Princess Luna! It's really you! Or am I dreaming?
149,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,"Let me see. You just rescued me from a maniacal laughing Rarity-cloud. Yeah, probably dreaming.",Princess Luna! It's really you! Or am I dreaming?,Sweetie Belle,Stop! Why do you have to ruin everything?!
150,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,Princess Luna! It's really you! Or am I dreaming?,Stop! Why do you have to ruin everything?!,Sweetie Belle,Ha!
151,For Whom the Sweetie Belle Toils,Sweetie Belle,Sweetie Belle,Stop! Why do you have to ruin everything?!,Ha!,Sweetie Belle,Don't go!
