line_id,title,pony,prev_pony,prev_dialog,dialog,next_pony,next_dialog
319,Princess Twilight Sparkle - Part 2,Discord,Discord,I'm just surprised that you agreed to their plan. I never thought you'd be the kind of pony who would think she was better than everypony else.,You're welcome! Hmph. No luck finding your tree?,Discord,Ooh-hoo! I'm going to need more popcorn!
320,Princess Twilight Sparkle - Part 2,Discord,Discord,You're welcome! Hmph. No luck finding your tree?,Ooh-hoo! I'm going to need more popcorn!,Discord,[laughing] You should see yourselves right now. The expressions on your face. So intense. So sure of yourselves. [laughing] Hilarious!
321,Princess Twilight Sparkle - Part 2,Discord,Discord,Ooh-hoo! I'm going to need more popcorn!,[laughing] You should see yourselves right now. The expressions on your face. So intense. So sure of yourselves. [laughing] Hilarious!,Discord,"Oh, I doubt that. [munching] Hungry? Suit yourselves. Oh! What have you got there?"
322,Princess Twilight Sparkle - Part 2,Discord,Discord,[laughing] You should see yourselves right now. The expressions on your face. So intense. So sure of yourselves. [laughing] Hilarious!,"Oh, I doubt that. [munching] Hungry? Suit yourselves. Oh! What have you got there?",Discord,"Oh, I do hope she breaks into a song this time!"
323,Princess Twilight Sparkle - Part 2,Discord,Discord,"Oh, I doubt that. [munching] Hungry? Suit yourselves. Oh! What have you got there?","Oh, I do hope she breaks into a song this time!",Discord,"I for one found it delightful. Sort of a one-pony theater piece, if you will. You should really consider taking it on the road."
324,Princess Twilight Sparkle - Part 2,Discord,Discord,"Oh, I do hope she breaks into a song this time!","I for one found it delightful. Sort of a one-pony theater piece, if you will. You should really consider taking it on the road.",Discord,I'm reformed. Don't you remember? Why don't you ask your zebra friend?
325,Princess Twilight Sparkle - Part 2,Discord,Discord,"I for one found it delightful. Sort of a one-pony theater piece, if you will. You should really consider taking it on the road.",I'm reformed. Don't you remember? Why don't you ask your zebra friend?,Discord,"Oh, I doubt that. [munching] Hungry? [voice over] Well, obviously things didn't go according to my original plan. My plunderseeds should have stolen the magic from the Tree of Harmony and captured Princess Celestia and Princess Luna thousands of moons ago. Alas, it seems the tree had enough magic to keep the seeds from growing up big and strong. Until now, that is."
326,Princess Twilight Sparkle - Part 2,Discord,Discord,I'm reformed. Don't you remember? Why don't you ask your zebra friend?,"Oh, I doubt that. [munching] Hungry? [voice over] Well, obviously things didn't go according to my original plan. My plunderseeds should have stolen the magic from the Tree of Harmony and captured Princess Celestia and Princess Luna thousands of moons ago. Alas, it seems the tree had enough magic to keep the seeds from growing up big and strong. Until now, that is.",Discord,"Oh, this is so much fun. How about a game of 'Pin the Tail on the Pony'?"
327,Princess Twilight Sparkle - Part 2,Discord,Discord,"Oh, I doubt that. [munching] Hungry? [voice over] Well, obviously things didn't go according to my original plan. My plunderseeds should have stolen the magic from the Tree of Harmony and captured Princess Celestia and Princess Luna thousands of moons ago. Alas, it seems the tree had enough magic to keep the seeds from growing up big and strong. Until now, that is.","Oh, this is so much fun. How about a game of 'Pin the Tail on the Pony'?",Discord,"Oh, why should I try to explain it when you can see for yourself?"
328,Princess Twilight Sparkle - Part 2,Discord,Discord,"Oh, this is so much fun. How about a game of 'Pin the Tail on the Pony'?","Oh, why should I try to explain it when you can see for yourself?",,
329,The Break Up Break Down,Discord,,,"Spike, she's an imaginary one-dimensional paper cutout skeleton.",Discord,"Calico's Ring of Imperceptibility isn't going to reclaim itself, you know."
330,The Break Up Break Down,Discord,Discord,"Spike, she's an imaginary one-dimensional paper cutout skeleton.","Calico's Ring of Imperceptibility isn't going to reclaim itself, you know.",Discord,Ta-da! Happy Hearts and Hooves Day!
331,The Break Up Break Down,Discord,Discord,"Calico's Ring of Imperceptibility isn't going to reclaim itself, you know.",Ta-da! Happy Hearts and Hooves Day!,Discord,Who do you think broke Sugar Belle's wagon wheel?
332,The Break Up Break Down,Discord,Discord,Ta-da! Happy Hearts and Hooves Day!,Who do you think broke Sugar Belle's wagon wheel?,Discord,"So was confusion, apparently, and a fair number of assumptions."
333,The Break Up Break Down,Discord,Discord,Who do you think broke Sugar Belle's wagon wheel?,"So was confusion, apparently, and a fair number of assumptions.",Discord,Class is now in session.
334,The Break Up Break Down,Discord,Discord,"So was confusion, apparently, and a fair number of assumptions.",Class is now in session.,Discord,"[whispering] Yes, what did she do to deserve this?"
335,The Break Up Break Down,Discord,Discord,Class is now in session.,"[whispering] Yes, what did she do to deserve this?",Discord,Oh. I should probably have said something.
336,The Break Up Break Down,Discord,Discord,"[whispering] Yes, what did she do to deserve this?",Oh. I should probably have said something.,Discord,"Huzzah, fellow adventurers! Shall we storm the ramparts of Squizard's castle to reclaim Calico's Ring of Imperceptibility?"
337,The Break Up Break Down,Discord,Discord,Oh. I should probably have said something.,"Huzzah, fellow adventurers! Shall we storm the ramparts of Squizard's castle to reclaim Calico's Ring of Imperceptibility?",Discord,"You did summon me for a rousing Guys' Night of Ogres & Oubliettes, did you not?"
338,The Break Up Break Down,Discord,Discord,"Huzzah, fellow adventurers! Shall we storm the ramparts of Squizard's castle to reclaim Calico's Ring of Imperceptibility?","You did summon me for a rousing Guys' Night of Ogres & Oubliettes, did you not?",Discord,Please. Can't you see that that holiday is a commercialized ruse pushed on you by the greeting card industry?
339,The Break Up Break Down,Discord,Discord,"You did summon me for a rousing Guys' Night of Ogres & Oubliettes, did you not?",Please. Can't you see that that holiday is a commercialized ruse pushed on you by the greeting card industry?,Discord,Keep your eye on the pie. [<e0> la Doug Henning] It's magic time!
340,The Break Up Break Down,Discord,Discord,Please. Can't you see that that holiday is a commercialized ruse pushed on you by the greeting card industry?,Keep your eye on the pie. [<e0> la Doug Henning] It's magic time!,Discord,[sniffing] This smells... uh... palatable.
341,The Break Up Break Down,Discord,Discord,Keep your eye on the pie. [<e0> la Doug Henning] It's magic time!,[sniffing] This smells... uh... palatable.,Discord,"[reading] ""Happy Hearts and Hooves Day, Sugar Belle. Meet me in my barn at sunset for a surprise."""
342,The Break Up Break Down,Discord,Discord,[sniffing] This smells... uh... palatable.,"[reading] ""Happy Hearts and Hooves Day, Sugar Belle. Meet me in my barn at sunset for a surprise.""",Discord,"Well, you two certainly have bought into this romance nonsense hook, line, and sinker."
343,The Break Up Break Down,Discord,Discord,"[reading] ""Happy Hearts and Hooves Day, Sugar Belle. Meet me in my barn at sunset for a surprise.""","Well, you two certainly have bought into this romance nonsense hook, line, and sinker.",Discord,"I'm a realist. And love, like all things warm and fuzzy, isn't real."
344,The Break Up Break Down,Discord,Discord,"Well, you two certainly have bought into this romance nonsense hook, line, and sinker.","I'm a realist. And love, like all things warm and fuzzy, isn't real.",Discord,"But I do like tea! Every tea! All the teas! Chamomile, Earl Grey, green, white, yellow, mate, lemon, ginger, chai, spearmint, peppermint, hibiscus... [inhale] ...cinnamon, pumpkin spice."
345,The Break Up Break Down,Discord,Discord,"I'm a realist. And love, like all things warm and fuzzy, isn't real.","But I do like tea! Every tea! All the teas! Chamomile, Earl Grey, green, white, yellow, mate, lemon, ginger, chai, spearmint, peppermint, hibiscus... [inhale] ...cinnamon, pumpkin spice.",Discord,Fine. Call it a gentleman's wager. Loser mows my lawn for eternity.
346,The Break Up Break Down,Discord,Discord,"But I do like tea! Every tea! All the teas! Chamomile, Earl Grey, green, white, yellow, mate, lemon, ginger, chai, spearmint, peppermint, hibiscus... [inhale] ...cinnamon, pumpkin spice.",Fine. Call it a gentleman's wager. Loser mows my lawn for eternity.,Discord,Tweezers!
347,The Break Up Break Down,Discord,Discord,Fine. Call it a gentleman's wager. Loser mows my lawn for eternity.,Tweezers!,Discord,How can they be happy if they aren't playing Ogres & Oubliettes?
348,The Break Up Break Down,Discord,Discord,Tweezers!,How can they be happy if they aren't playing Ogres & Oubliettes?,Discord,"Of course. ""Love is... something-something, and Discord is great."" I don't know. Can we play O&O now?"
349,The Break Up Break Down,Discord,Discord,How can they be happy if they aren't playing Ogres & Oubliettes?,"Of course. ""Love is... something-something, and Discord is great."" I don't know. Can we play O&O now?",Discord,"""Spike <U+0096> Love is about spying in the bushes."""
350,The Break Up Break Down,Discord,Discord,"Of course. ""Love is... something-something, and Discord is great."" I don't know. Can we play O&O now?","""Spike <U+0096> Love is about spying in the bushes.""",Discord,You're right. She did surprise him.
351,The Break Up Break Down,Discord,Discord,"""Spike <U+0096> Love is about spying in the bushes.""",You're right. She did surprise him.,Discord,"Oh, I hate seeing you like this, Big Mac. And over a girl, no less. I'm calling an emergency Guys' Night [poof!] right now to cheer you up."
352,The Break Up Break Down,Discord,Discord,You're right. She did surprise him.,"Oh, I hate seeing you like this, Big Mac. And over a girl, no less. I'm calling an emergency Guys' Night [poof!] right now to cheer you up.",Discord,Lesson one <U+0096> nothing can break your heart if you only love yourself. You've got to show everypony that you're too cool to be bothered with so-called love. Observe.
353,The Break Up Break Down,Discord,Discord,"Oh, I hate seeing you like this, Big Mac. And over a girl, no less. I'm calling an emergency Guys' Night [poof!] right now to cheer you up.",Lesson one <U+0096> nothing can break your heart if you only love yourself. You've got to show everypony that you're too cool to be bothered with so-called love. Observe.,Discord,"This is how cool guys lean against things. When you see a guy leaning against a thing looking this cool, you think, ""Wow! That guy doesn't have a care in Equestria. Not a guy who leans on things that cool."""
354,The Break Up Break Down,Discord,Discord,Lesson one <U+0096> nothing can break your heart if you only love yourself. You've got to show everypony that you're too cool to be bothered with so-called love. Observe.,"This is how cool guys lean against things. When you see a guy leaning against a thing looking this cool, you think, ""Wow! That guy doesn't have a care in Equestria. Not a guy who leans on things that cool.""",Discord,"Lesson two <U+0096> plenty of ponies in the pasture. Right, Big Mac? I know just the gal to make you forget all about Sugar Belle."
355,The Break Up Break Down,Discord,Discord,"This is how cool guys lean against things. When you see a guy leaning against a thing looking this cool, you think, ""Wow! That guy doesn't have a care in Equestria. Not a guy who leans on things that cool.""","Lesson two <U+0096> plenty of ponies in the pasture. Right, Big Mac? I know just the gal to make you forget all about Sugar Belle.",Discord,"Yes, yes, I'm amazing. Anyway, since we're in the neighborhood, care for a quick game of Ogres & Oubliettes? Like I've been wanting to play all week?!"
356,The Break Up Break Down,Discord,Discord,"Lesson two <U+0096> plenty of ponies in the pasture. Right, Big Mac? I know just the gal to make you forget all about Sugar Belle.","Yes, yes, I'm amazing. Anyway, since we're in the neighborhood, care for a quick game of Ogres & Oubliettes? Like I've been wanting to play all week?!",Discord,I'm helping our friend first and foremost. See for yourself.
357,The Break Up Break Down,Discord,Discord,"Yes, yes, I'm amazing. Anyway, since we're in the neighborhood, care for a quick game of Ogres & Oubliettes? Like I've been wanting to play all week?!",I'm helping our friend first and foremost. See for yourself.,Discord,What?
358,The Break Up Break Down,Discord,Discord,I'm helping our friend first and foremost. See for yourself.,What?,Discord,"No-no-no-no-no-no-no-no-no. No, he's not. Let me see that."
359,The Break Up Break Down,Discord,Discord,What?,"No-no-no-no-no-no-no-no-no. No, he's not. Let me see that.",Discord,Give me that!
360,The Break Up Break Down,Discord,Discord,"No-no-no-no-no-no-no-no-no. No, he's not. Let me see that.",Give me that!,Discord,Too bad there won't be a date.
361,The Break Up Break Down,Discord,Discord,Give me that!,Too bad there won't be a date.,Discord,"Well, she certainly doesn't seem to have appreciated it."
362,The Break Up Break Down,Discord,Discord,Too bad there won't be a date.,"Well, she certainly doesn't seem to have appreciated it.",Discord,"Well, not yet, technically. In fact, she can't break your heart if you break hers first."
363,The Break Up Break Down,Discord,Discord,"Well, she certainly doesn't seem to have appreciated it.","Well, not yet, technically. In fact, she can't break your heart if you break hers first.",Discord,You seem to be mixing up [poof!] the Lord of Chaos [poof!] with a second-rate clown magician for hire.
364,The Break Up Break Down,Discord,Discord,"Well, not yet, technically. In fact, she can't break your heart if you break hers first.",You seem to be mixing up [poof!] the Lord of Chaos [poof!] with a second-rate clown magician for hire.,,
365,The Return of Harmony Part 1,Discord,,,"[laughter] Make sense? Oh, what fun is there in making sense?",Discord,It's hardly different. Your friends laugh at you all the time.
366,The Return of Harmony Part 1,Discord,Discord,"[laughter] Make sense? Oh, what fun is there in making sense?",It's hardly different. Your friends laugh at you all the time.,Discord,"That box contains your wings. You can take them and leave the game, or you can carry on aimlessly wandering this maze. Your choice."
367,The Return of Harmony Part 1,Discord,Discord,It's hardly different. Your friends laugh at you all the time.,"That box contains your wings. You can take them and leave the game, or you can carry on aimlessly wandering this maze. Your choice.",Discord,"Listen closely, this is important. A weighty choice is yours to make:<U+00A0>the right selection or a big mistake. If a wrong choice you choose to pursue, the foundations of home will crumble without you."
368,The Return of Harmony Part 1,Discord,Discord,"That box contains your wings. You can take them and leave the game, or you can carry on aimlessly wandering this maze. Your choice.","Listen closely, this is important. A weighty choice is yours to make:<U+00A0>the right selection or a big mistake. If a wrong choice you choose to pursue, the foundations of home will crumble without you.",Discord,"Hey, I'm here to deliver a message."
369,The Return of Harmony Part 1,Discord,Discord,"Listen closely, this is important. A weighty choice is yours to make:<U+00A0>the right selection or a big mistake. If a wrong choice you choose to pursue, the foundations of home will crumble without you.","Hey, I'm here to deliver a message.",Discord,Oh. I can see why you like these clouds so much. Very plush.
370,The Return of Harmony Part 1,Discord,Discord,"Hey, I'm here to deliver a message.",Oh. I can see why you like these clouds so much. Very plush.,Discord,"Oh, for goodness sake! You've been kind for far too long, my dear. Time to be cruel. Arrivederci!"
371,The Return of Harmony Part 1,Discord,Discord,Oh. I can see why you like these clouds so much. Very plush.,"Oh, for goodness sake! You've been kind for far too long, my dear. Time to be cruel. Arrivederci!",Discord,"[laughing] Welcome to your lucky day, Rarity. You've found the one thing in Equestria that could rival my face for sheer beauty. What do you think? You like?"
372,The Return of Harmony Part 1,Discord,Discord,"Oh, for goodness sake! You've been kind for far too long, my dear. Time to be cruel. Arrivederci!","[laughing] Welcome to your lucky day, Rarity. You've found the one thing in Equestria that could rival my face for sheer beauty. What do you think? You like?",Discord,"Oh, poor Pinkie Pie. And here I thought laughter made you happy."
373,The Return of Harmony Part 1,Discord,Discord,"[laughing] Welcome to your lucky day, Rarity. You've found the one thing in Equestria that could rival my face for sheer beauty. What do you think? You like?","Oh, poor Pinkie Pie. And here I thought laughter made you happy.",Discord,"[chuckling] Did you miss me, Celestia? I missed you. It's quite lonely being encased in stone, but you wouldn't know that, would you, because I don't turn ponies into stone."
374,The Return of Harmony Part 1,Discord,Discord,"Oh, poor Pinkie Pie. And here I thought laughter made you happy.","[chuckling] Did you miss me, Celestia? I missed you. It's quite lonely being encased in stone, but you wouldn't know that, would you, because I don't turn ponies into stone.",Discord,"What's the matter, Pinkie Pie? I thought you appreciated a good laugh?"
375,The Return of Harmony Part 1,Discord,Discord,"[chuckling] Did you miss me, Celestia? I missed you. It's quite lonely being encased in stone, but you wouldn't know that, would you, because I don't turn ponies into stone.","What's the matter, Pinkie Pie? I thought you appreciated a good laugh?",Discord,"You'll get them back in good time. I simply took them to ensure there's no cheating. You see, this is the first rule of our game: no flying, and no magic."
376,The Return of Harmony Part 1,Discord,Discord,"What's the matter, Pinkie Pie? I thought you appreciated a good laugh?","You'll get them back in good time. I simply took them to ensure there's no cheating. You see, this is the first rule of our game: no flying, and no magic.",Discord,"Oh, I know much more than that, honest Applejack."
377,The Return of Harmony Part 1,Discord,Discord,"You'll get them back in good time. I simply took them to ensure there's no cheating. You see, this is the first rule of our game: no flying, and no magic.","Oh, I know much more than that, honest Applejack.",Discord,"The beautiful Rarity, representing the element of generosity, if I'm not mistaken?"
378,The Return of Harmony Part 1,Discord,Discord,"Oh, I know much more than that, honest Applejack.","The beautiful Rarity, representing the element of generosity, if I'm not mistaken?",Discord,We'll see about that.
379,The Return of Harmony Part 1,Discord,Discord,"The beautiful Rarity, representing the element of generosity, if I'm not mistaken?",We'll see about that.,Discord,"Oh, you must be Rainbow Dash, famed for her loyalty, the Element of Harmony you represent."
380,The Return of Harmony Part 1,Discord,Discord,We'll see about that.,"Oh, you must be Rainbow Dash, famed for her loyalty, the Element of Harmony you represent.",Discord,"Oh, I'd forgotten how grim you can be, Celestia. It's really quite boring."
381,The Return of Harmony Part 1,Discord,Discord,"Oh, you must be Rainbow Dash, famed for her loyalty, the Element of Harmony you represent.","Oh, I'd forgotten how grim you can be, Celestia. It's really quite boring.",,
382,The Return of Harmony Part 2,Discord,,,"[laughter] Everypony has to play, or the game is over and I win.",Discord,"I certainly am. You've clearly out-dueled me, and now it's time to meet my fate. I'm prepared to be defeated now, ladies. Fire when ready."
383,The Return of Harmony Part 2,Discord,Discord,"[laughter] Everypony has to play, or the game is over and I win.","I certainly am. You've clearly out-dueled me, and now it's time to meet my fate. I'm prepared to be defeated now, ladies. Fire when ready.",Discord,"Oh, you ponies are just the most fun I've had in aeons."
384,The Return of Harmony Part 2,Discord,Discord,"I certainly am. You've clearly out-dueled me, and now it's time to meet my fate. I'm prepared to be defeated now, ladies. Fire when ready.","Oh, you ponies are just the most fun I've had in aeons.",Discord,"I'm not playing fair? Perhaps we haven't met. I'm Discord, spirit of chaos and disharmony. Hello?"
385,The Return of Harmony Part 2,Discord,Discord,"Oh, you ponies are just the most fun I've had in aeons.","I'm not playing fair? Perhaps we haven't met. I'm Discord, spirit of chaos and disharmony. Hello?",Discord,"Oh, wait, did you...? [laughter] How funny! You thought the Elements were in the labyrinth?"
386,The Return of Harmony Part 2,Discord,Discord,"I'm not playing fair? Perhaps we haven't met. I'm Discord, spirit of chaos and disharmony. Hello?","Oh, wait, did you...? [laughter] How funny! You thought the Elements were in the labyrinth?",Discord,I never said they were in the labyrinth.
387,The Return of Harmony Part 2,Discord,Discord,"Oh, wait, did you...? [laughter] How funny! You thought the Elements were in the labyrinth?",I never said they were in the labyrinth.,Discord,"Keep trying, Twilight Sparkle. [mockingly] Maybe the magic of friendship can help you. Now if you'll excuse me, I have some chaos to wreak."
388,The Return of Harmony Part 2,Discord,Discord,I never said they were in the labyrinth.,"Keep trying, Twilight Sparkle. [mockingly] Maybe the magic of friendship can help you. Now if you'll excuse me, I have some chaos to wreak.",Discord,"Beautiful, isn't it? This is the new and improved Ponyville, and these are only my first of changes."
389,The Return of Harmony Part 2,Discord,Discord,"Keep trying, Twilight Sparkle. [mockingly] Maybe the magic of friendship can help you. Now if you'll excuse me, I have some chaos to wreak.","Beautiful, isn't it? This is the new and improved Ponyville, and these are only my first of changes.",Discord,Picture it. The chaos capital of the world.
390,The Return of Harmony Part 2,Discord,Discord,"Beautiful, isn't it? This is the new and improved Ponyville, and these are only my first of changes.",Picture it. The chaos capital of the world.,Discord,"Well, wait a few minutes and you'll see it in the beautiful light of day. Or not."
391,The Return of Harmony Part 2,Discord,Discord,Picture it. The chaos capital of the world.,"Well, wait a few minutes and you'll see it in the beautiful light of day. Or not.",Discord,"Well, well, well, I see you've found the Elements of Harmony. How terrifying!"
392,The Return of Harmony Part 2,Discord,Discord,"Well, wait a few minutes and you'll see it in the beautiful light of day. Or not.","Well, well, well, I see you've found the Elements of Harmony. How terrifying!",Discord,[laughter] It's just too entertaining.
393,The Return of Harmony Part 2,Discord,Discord,"Well, well, well, I see you've found the Elements of Harmony. How terrifying!",[laughter] It's just too entertaining.,Discord,"[laughing] Oh, my stomach! Twilight, you've got to see what I just did."
394,The Return of Harmony Part 2,Discord,Discord,[laughter] It's just too entertaining.,"[laughing] Oh, my stomach! Twilight, you've got to see what I just did.",Discord,"It's priceless! [laughing] Come now, Twilight Sparkle. You've got to get into the spirit of things! After all, this is your new home."
395,The Return of Harmony Part 2,Discord,Discord,"[laughing] Oh, my stomach! Twilight, you've got to see what I just did.","It's priceless! [laughing] Come now, Twilight Sparkle. You've got to get into the spirit of things! After all, this is your new home.",Discord,"[laughter] Chaos is a wonderful, wonderful thing."
396,The Return of Harmony Part 2,Discord,Discord,"It's priceless! [laughing] Come now, Twilight Sparkle. You've got to get into the spirit of things! After all, this is your new home.","[laughter] Chaos is a wonderful, wonderful thing.",Discord,"Oh, this again?"
397,The Return of Harmony Part 2,Discord,Discord,"[laughter] Chaos is a wonderful, wonderful thing.","Oh, this again?",Discord,"Ugh, gag. Fine, go ahead. Try and use your little Elements. Friend me. Just make it quick. I'm missing some excellent chaos here."
398,The Return of Harmony Part 2,Discord,Discord,"Oh, this again?","Ugh, gag. Fine, go ahead. Try and use your little Elements. Friend me. Just make it quick. I'm missing some excellent chaos here.",Discord,Huh. What's this? No. NO!!!
399,The Return of Harmony Part 2,Discord,Discord,"Ugh, gag. Fine, go ahead. Try and use your little Elements. Friend me. Just make it quick. I'm missing some excellent chaos here.",Huh. What's this? No. NO!!!,,
400,Three's A Crowd,Discord,,,"I came to find the one pony who truly understands me and could nurse me back to health. Where is that dear, sweet Fluttershy? I need attention! I need some care! I need-",Discord,"Oh, of course, her trip to see the Breezies. Ah, yes, I had forgotten that was today."
401,Three's A Crowd,Discord,Discord,"I came to find the one pony who truly understands me and could nurse me back to health. Where is that dear, sweet Fluttershy? I need attention! I need some care! I need-","Oh, of course, her trip to see the Breezies. Ah, yes, I had forgotten that was today.",Discord,"Well, she told me about it in her last letter."
402,Three's A Crowd,Discord,Discord,"Oh, of course, her trip to see the Breezies. Ah, yes, I had forgotten that was today.","Well, she told me about it in her last letter.",Discord,"Well, of course we do! We're friends! It's just such a shame that today of all days is when I really need her. Oh, well, I know what to do."
403,Three's A Crowd,Discord,Discord,"Well, she told me about it in her last letter.","Well, of course we do! We're friends! It's just such a shame that today of all days is when I really need her. Oh, well, I know what to do.",Discord,"What? I was simply going to ask for a teeny, tiny glass of water."
404,Three's A Crowd,Discord,Discord,"Well, of course we do! We're friends! It's just such a shame that today of all days is when I really need her. Oh, well, I know what to do.","What? I was simply going to ask for a teeny, tiny glass of water.",Discord,"I'm so glad that you're back from your trip, Fluttershy. Just your presence here is making me feel so much better. I was just wondering, could I trouble you for just one more thing?"
405,Three's A Crowd,Discord,Discord,"What? I was simply going to ask for a teeny, tiny glass of water.","I'm so glad that you're back from your trip, Fluttershy. Just your presence here is making me feel so much better. I was just wondering, could I trouble you for just one more thing?",Discord,"[snorts] Yes, Twilight."
406,Three's A Crowd,Discord,Discord,"I'm so glad that you're back from your trip, Fluttershy. Just your presence here is making me feel so much better. I was just wondering, could I trouble you for just one more thing?","[snorts] Yes, Twilight.",Discord,What in the world?!
407,Three's A Crowd,Discord,Discord,"[snorts] Yes, Twilight.",What in the world?!,Discord,"Yes, she's a real sweetheart. We're all so lucky to have her in our lives."
408,Three's A Crowd,Discord,Discord,What in the world?!,"Yes, she's a real sweetheart. We're all so lucky to have her in our lives.",Discord,"Why the angry eyes? You love passing tests. It's not because my little exam put a damper on your visit with Princess Cadance, is it? Made it so that there was no time for you two to focus on your friendship?"
409,Three's A Crowd,Discord,Discord,"Yes, she's a real sweetheart. We're all so lucky to have her in our lives.","Why the angry eyes? You love passing tests. It's not because my little exam put a damper on your visit with Princess Cadance, is it? Made it so that there was no time for you two to focus on your friendship?",Discord,"By seeing if you would go to the ends of Equestria for me, of course. Which you did, literally. Congratulations, Twilight, you passed my friendship test!"
410,Three's A Crowd,Discord,Discord,"Why the angry eyes? You love passing tests. It's not because my little exam put a damper on your visit with Princess Cadance, is it? Made it so that there was no time for you two to focus on your friendship?","By seeing if you would go to the ends of Equestria for me, of course. Which you did, literally. Congratulations, Twilight, you passed my friendship test!",Discord,But how was I supposed to know for sure that I'm truly still friends with one of the most important ponies around?
411,Three's A Crowd,Discord,Discord,"By seeing if you would go to the ends of Equestria for me, of course. Which you did, literally. Congratulations, Twilight, you passed my friendship test!",But how was I supposed to know for sure that I'm truly still friends with one of the most important ponies around?,Discord,"""Now that she's a princess, maybe she's decided that she's too good for you."""
412,Three's A Crowd,Discord,Discord,But how was I supposed to know for sure that I'm truly still friends with one of the most important ponies around?,"""Now that she's a princess, maybe she's decided that she's too good for you.""",Discord,"Well, I was in my thinking tree <U+0096> that's where I do most of my really deep thinking <U+0096> I was there, and I said to myself, I said, ""Discord, your friend Twilight says that she's your pal, but she never writes and she never pops in for a visit."""
413,Three's A Crowd,Discord,Discord,"""Now that she's a princess, maybe she's decided that she's too good for you.""","Well, I was in my thinking tree <U+0096> that's where I do most of my really deep thinking <U+0096> I was there, and I said to myself, I said, ""Discord, your friend Twilight says that she's your pal, but she never writes and she never pops in for a visit.""",Discord,I was! But I had a very good reason.
414,Three's A Crowd,Discord,Discord,"Well, I was in my thinking tree <U+0096> that's where I do most of my really deep thinking <U+0096> I was there, and I said to myself, I said, ""Discord, your friend Twilight says that she's your pal, but she never writes and she never pops in for a visit.""",I was! But I had a very good reason.,Discord,It's just at the top of that hill.
415,Three's A Crowd,Discord,Discord,I was! But I had a very good reason.,It's just at the top of that hill.,Discord,"Well, then lucky for you. We're here."
416,Three's A Crowd,Discord,Discord,It's just at the top of that hill.,"Well, then lucky for you. We're here.",Discord,"Well, [clears throat] you'll want to head north, turn left, th<U+0097> Oh... You know, it'd be much easier if I took you there myself."
417,Three's A Crowd,Discord,Discord,"Well, then lucky for you. We're here.","Well, [clears throat] you'll want to head north, turn left, th<U+0097> Oh... You know, it'd be much easier if I took you there myself.",Discord,"Well, I couldn't travel that far in my condition. By the time I got there, I'd be too weak to even attempt to retrieve the flower."
418,Three's A Crowd,Discord,Discord,"Well, [clears throat] you'll want to head north, turn left, th<U+0097> Oh... You know, it'd be much easier if I took you there myself.","Well, I couldn't travel that far in my condition. By the time I got there, I'd be too weak to even attempt to retrieve the flower.",Discord,Inadequate hoof and claw washing?
419,Three's A Crowd,Discord,Discord,"Well, I couldn't travel that far in my condition. By the time I got there, I'd be too weak to even attempt to retrieve the flower.",Inadequate hoof and claw washing?,Discord,"[sneezes] [blows nose] Because this condition has left me helpless, simply helpless! Why, I can barely lift a spoon."
420,Three's A Crowd,Discord,Discord,Inadequate hoof and claw washing?,"[sneezes] [blows nose] Because this condition has left me helpless, simply helpless! Why, I can barely lift a spoon.",Discord,"So, who's ready for my big reprise?"
421,Three's A Crowd,Discord,Discord,"[sneezes] [blows nose] Because this condition has left me helpless, simply helpless! Why, I can barely lift a spoon.","So, who's ready for my big reprise?",Discord,"[singing faster] My goodness, I'm a nincompoop Because I fear I've got the croup I need a vat of pumpkin soup And scarves made out of zinnias"
422,Three's A Crowd,Discord,Discord,"So, who's ready for my big reprise?","[singing faster] My goodness, I'm a nincompoop Because I fear I've got the croup I need a vat of pumpkin soup And scarves made out of zinnias",Discord,"Oh, no-no-no-no-no-no! I mean, while she's gone, you ponies can take care of me! Isn't that what friends are for, taking care of each other? [laughs] Let the healing begin!"
423,Three's A Crowd,Discord,Discord,"[singing faster] My goodness, I'm a nincompoop Because I fear I've got the croup I need a vat of pumpkin soup And scarves made out of zinnias","Oh, no-no-no-no-no-no! I mean, while she's gone, you ponies can take care of me! Isn't that what friends are for, taking care of each other? [laughs] Let the healing begin!",Discord,"I so hope you don't mind, Pinkie Pie."
424,Three's A Crowd,Discord,Discord,"Oh, no-no-no-no-no-no! I mean, while she's gone, you ponies can take care of me! Isn't that what friends are for, taking care of each other? [laughs] Let the healing begin!","I so hope you don't mind, Pinkie Pie.",Discord,Did I hear you two talking about Princess Cadance's visit with Princess Twilight?
425,Three's A Crowd,Discord,Discord,"I so hope you don't mind, Pinkie Pie.",Did I hear you two talking about Princess Cadance's visit with Princess Twilight?,Discord,"Fluttershy had mentioned that those two were getting together today. Mm-hm. How wonderful for them both. It is so rare that those two get to see one another. I don't know about you, but I sometimes wonder how close they could actually be. All those years apart before being reunited?"
426,Three's A Crowd,Discord,Discord,Did I hear you two talking about Princess Cadance's visit with Princess Twilight?,"Fluttershy had mentioned that those two were getting together today. Mm-hm. How wonderful for them both. It is so rare that those two get to see one another. I don't know about you, but I sometimes wonder how close they could actually be. All those years apart before being reunited?",Discord,"And if they're not, this rare opportunity to focus on their friendship will certainly bring them closer. Unless..."
