line_id,title,pony,prev_pony,prev_dialog,dialog,next_pony,next_dialog
97,Fall Weather Friends,Princess Celestia,Princess Celestia,Sounds to me that an important lesson was learned.,"Fall is one of my favorite seasons, so I came to celebrate the Running of the Leaves.",Princess Celestia,"That's all right, Applejack. Anypony can get swept up in the excitement of competition."
98,Fall Weather Friends,Princess Celestia,Princess Celestia,"Fall is one of my favorite seasons, so I came to celebrate the Running of the Leaves.","That's all right, Applejack. Anypony can get swept up in the excitement of competition.",Princess Celestia,"Exactly, Twilight. Now, unfortunately, because the two of you were busy tricking each other instead of shaking down leaves, many of the lovely trees of Equestria are still covered."
99,Fall Weather Friends,Princess Celestia,Princess Celestia,"That's all right, Applejack. Anypony can get swept up in the excitement of competition.","Exactly, Twilight. Now, unfortunately, because the two of you were busy tricking each other instead of shaking down leaves, many of the lovely trees of Equestria are still covered.",,
100,"Friendship is Magic, part 2",Princess Celestia,,,Indeed you do.,Princess Celestia,"Twilight Sparkle, my faithful student. I knew you could do it."
101,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,Indeed you do.,"Twilight Sparkle, my faithful student. I knew you could do it.",Princess Celestia,"I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!"
102,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,"Twilight Sparkle, my faithful student. I knew you could do it.","I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!",Princess Celestia,"It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister."
103,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,"I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!","It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister.",Princess Celestia,Will you accept my friendship?
104,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,"It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister.",Will you accept my friendship?,Princess Celestia,"I've missed you, too."
105,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,Will you accept my friendship?,"I've missed you, too.",Princess Celestia,"Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?"
106,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,"I've missed you, too.","Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?",Princess Celestia,"Spike, take a note, please. I, Princess Celestia, hereby decree that the unicorn Twilight Sparkle shall take on a new mission for Equestria. She must continue to study the magic of friendship. She must report to me her findings from her new home in Ponyville."
107,"Friendship is Magic, part 2",Princess Celestia,Princess Celestia,"Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?","Spike, take a note, please. I, Princess Celestia, hereby decree that the unicorn Twilight Sparkle shall take on a new mission for Equestria. She must continue to study the magic of friendship. She must report to me her findings from her new home in Ponyville.",,
108,Gauntlet of Fire,Princess Celestia,,,Be very careful. The Dragon Lands are particularly dangerous for ponies. It would be wise to be discreet.,Princess Celestia,Dragons glow whenever the Dragon Lord has need of them in the Dragon Lands.
109,Gauntlet of Fire,Princess Celestia,Princess Celestia,Be very careful. The Dragon Lands are particularly dangerous for ponies. It would be wise to be discreet.,Dragons glow whenever the Dragon Lord has need of them in the Dragon Lands.,Princess Celestia,There's usually some crisis we have to deal with. Somepony always needs our help. But today<U+0097>
110,Gauntlet of Fire,Princess Celestia,Princess Celestia,Dragons glow whenever the Dragon Lord has need of them in the Dragon Lands.,There's usually some crisis we have to deal with. Somepony always needs our help. But today<U+0097>,,
111,Griffon the Brush Off,Princess Celestia,,,"Dear Twilight Sparkle,",,
112,Horse Play,Princess Celestia,,,It is? But I don't see anything.,Princess Celestia,Mmmm... nothing. Oh! The classroom floor under my hooves! Does that count?
113,Horse Play,Princess Celestia,Princess Celestia,It is? But I don't see anything.,Mmmm... nothing. Oh! The classroom floor under my hooves! Does that count?,Princess Celestia,"My love for Equestria and all the ponies in it! Twilight, you felt what I was emoting, didn't you?"
114,Horse Play,Princess Celestia,Princess Celestia,Mmmm... nothing. Oh! The classroom floor under my hooves! Does that count?,"My love for Equestria and all the ponies in it! Twilight, you felt what I was emoting, didn't you?",Princess Celestia,[giggling happily] Mind? Oh! Of course not! Oh! I think a play is a fantastic idea!
115,Horse Play,Princess Celestia,Princess Celestia,"My love for Equestria and all the ponies in it! Twilight, you felt what I was emoting, didn't you?",[giggling happily] Mind? Oh! Of course not! Oh! I think a play is a fantastic idea!,Princess Celestia,I'm not upset because you insulted my acting.
116,Horse Play,Princess Celestia,Princess Celestia,[giggling happily] Mind? Oh! Of course not! Oh! I think a play is a fantastic idea!,I'm not upset because you insulted my acting.,Princess Celestia,Should I get you a blanket?
117,Horse Play,Princess Celestia,Princess Celestia,I'm not upset because you insulted my acting.,Should I get you a blanket?,Princess Celestia,"Twilight, if you honestly thought I was a bad actress, why didn't you tell me?"
118,Horse Play,Princess Celestia,Princess Celestia,Should I get you a blanket?,"Twilight, if you honestly thought I was a bad actress, why didn't you tell me?",Princess Celestia,What box?
119,Horse Play,Princess Celestia,Princess Celestia,"Twilight, if you honestly thought I was a bad actress, why didn't you tell me?",What box?,Princess Celestia,"[rushed and hyperactive] It's time for a new day in Equestria! [normal] Uh, how was that?"
120,Horse Play,Princess Celestia,Princess Celestia,What box?,"[rushed and hyperactive] It's time for a new day in Equestria! [normal] Uh, how was that?",Princess Celestia,"Thank you so much, Twilight! This is what I always knew theater must be about <U+0096> that special stage pony bond of shared trust and honesty."
121,Horse Play,Princess Celestia,Princess Celestia,"[rushed and hyperactive] It's time for a new day in Equestria! [normal] Uh, how was that?","Thank you so much, Twilight! This is what I always knew theater must be about <U+0096> that special stage pony bond of shared trust and honesty.",Princess Celestia,You want to give me acting lessons?
122,Horse Play,Princess Celestia,Princess Celestia,"Thank you so much, Twilight! This is what I always knew theater must be about <U+0096> that special stage pony bond of shared trust and honesty.",You want to give me acting lessons?,Princess Celestia,"Oh, dear. I think we have a problem!"
123,Horse Play,Princess Celestia,Princess Celestia,You want to give me acting lessons?,"Oh, dear. I think we have a problem!",Princess Celestia,"[with wildly varying tone] Come on, Star Swirl. Throw off that must-Y hat and let's have a... a dance!"
124,Horse Play,Princess Celestia,Princess Celestia,"Oh, dear. I think we have a problem!","[with wildly varying tone] Come on, Star Swirl. Throw off that must-Y hat and let's have a... a dance!",Princess Celestia,"I'm upset because, in all the time we've known each other, I thought I taught you about the importance of friendship, trust, and honesty!"
125,Horse Play,Princess Celestia,Princess Celestia,"[with wildly varying tone] Come on, Star Swirl. Throw off that must-Y hat and let's have a... a dance!","I'm upset because, in all the time we've known each other, I thought I taught you about the importance of friendship, trust, and honesty!",Princess Celestia,[flat and stilted] It is time for a new day in Equestria-aaa.
126,Horse Play,Princess Celestia,Princess Celestia,"I'm upset because, in all the time we've known each other, I thought I taught you about the importance of friendship, trust, and honesty!",[flat and stilted] It is time for a new day in Equestria-aaa.,Princess Celestia,Oh! Goodness! This theater does have strong acoustics. M-My apologies. I'm still learning to hone my craft.
127,Horse Play,Princess Celestia,Princess Celestia,[flat and stilted] It is time for a new day in Equestria-aaa.,Oh! Goodness! This theater does have strong acoustics. M-My apologies. I'm still learning to hone my craft.,Princess Celestia,"The pleasure is all mine! If there's anything I can do to become a better Equestrian thespian, I will! What do you have planned?"
128,Horse Play,Princess Celestia,Princess Celestia,Oh! Goodness! This theater does have strong acoustics. M-My apologies. I'm still learning to hone my craft.,"The pleasure is all mine! If there's anything I can do to become a better Equestrian thespian, I will! What do you have planned?",Princess Celestia,"I'm afraid I haven't much to say, Twilight."
129,Horse Play,Princess Celestia,Princess Celestia,"The pleasure is all mine! If there's anything I can do to become a better Equestrian thespian, I will! What do you have planned?","I'm afraid I haven't much to say, Twilight.",Princess Celestia,"Yes. But let's celebrate later. Right now, we have a show to do!"
130,Horse Play,Princess Celestia,Princess Celestia,"I'm afraid I haven't much to say, Twilight.","Yes. But let's celebrate later. Right now, we have a show to do!",Princess Celestia,"[sighs] You had good intentions, Twilight. But you know that the truth is always better than a well-meant lie. Didn't Applejack remind you?"
131,Horse Play,Princess Celestia,Princess Celestia,"Yes. But let's celebrate later. Right now, we have a show to do!","[sighs] You had good intentions, Twilight. But you know that the truth is always better than a well-meant lie. Didn't Applejack remind you?",Princess Celestia,Gotcha! Maybe I'm not such a bad actress after all.
132,Horse Play,Princess Celestia,Princess Celestia,"[sighs] You had good intentions, Twilight. But you know that the truth is always better than a well-meant lie. Didn't Applejack remind you?",Gotcha! Maybe I'm not such a bad actress after all.,Princess Celestia,"No. I had so much fun tonight, I've decided to give up my crown, step down from the throne, and devote all of my time to the theater!"
133,Horse Play,Princess Celestia,Princess Celestia,Gotcha! Maybe I'm not such a bad actress after all.,"No. I had so much fun tonight, I've decided to give up my crown, step down from the throne, and devote all of my time to the theater!",Princess Celestia,"You're welcome, Twilight. But from now on, none of you will have to call me ""Princess"" anymore."
134,Horse Play,Princess Celestia,Princess Celestia,"No. I had so much fun tonight, I've decided to give up my crown, step down from the throne, and devote all of my time to the theater!","You're welcome, Twilight. But from now on, none of you will have to call me ""Princess"" anymore.",Princess Celestia,"You shouldn't. I never felt I had to be on stage to be a part of the show. All I ever wanted was to share an honest bond of creativity, artistry, and happiness with my friends. And that's exactly what I got to do."
135,Horse Play,Princess Celestia,Princess Celestia,"You're welcome, Twilight. But from now on, none of you will have to call me ""Princess"" anymore.","You shouldn't. I never felt I had to be on stage to be a part of the show. All I ever wanted was to share an honest bond of creativity, artistry, and happiness with my friends. And that's exactly what I got to do.",Princess Celestia,"Judging by how many flowers the audience threw, it seems our play was a success."
136,Horse Play,Princess Celestia,Princess Celestia,"You shouldn't. I never felt I had to be on stage to be a part of the show. All I ever wanted was to share an honest bond of creativity, artistry, and happiness with my friends. And that's exactly what I got to do.","Judging by how many flowers the audience threw, it seems our play was a success.",Princess Celestia,We play charades.
137,Horse Play,Princess Celestia,Princess Celestia,"Judging by how many flowers the audience threw, it seems our play was a success.",We play charades.,Princess Celestia,[whispering] Spike! Improvise!
138,Horse Play,Princess Celestia,Princess Celestia,We play charades.,[whispering] Spike! Improvise!,Princess Celestia,Visualize with me. You're a princess. Regal. Commanding. Confident. Feel the rising sun's warmth. Equestria needs you.
139,Horse Play,Princess Celestia,Princess Celestia,[whispering] Spike! Improvise!,Visualize with me. You're a princess. Regal. Commanding. Confident. Feel the rising sun's warmth. Equestria needs you.,Princess Celestia,"Spike, you narrate the play. Fluttershy will be our new lead."
140,Horse Play,Princess Celestia,Princess Celestia,Visualize with me. You're a princess. Regal. Commanding. Confident. Feel the rising sun's warmth. Equestria needs you.,"Spike, you narrate the play. Fluttershy will be our new lead.",Princess Celestia,"Rainbow Dash, bring us some clouds and place them behind the stage. There, that's our new backdrop. Starlight, do you have a copy of the script?"
141,Horse Play,Princess Celestia,Princess Celestia,"Spike, you narrate the play. Fluttershy will be our new lead.","Rainbow Dash, bring us some clouds and place them behind the stage. There, that's our new backdrop. Starlight, do you have a copy of the script?",Princess Celestia,"No longer in that role. Rarity, Applejack, Pinkie, Twilight, go calm the audience. Let them know the play will start in just a minute."
142,Horse Play,Princess Celestia,Princess Celestia,"Rainbow Dash, bring us some clouds and place them behind the stage. There, that's our new backdrop. Starlight, do you have a copy of the script?","No longer in that role. Rarity, Applejack, Pinkie, Twilight, go calm the audience. Let them know the play will start in just a minute.",Princess Celestia,"Oh, yes, yes. My Royal Canterlot Voice. Thank you for the reminder, Twilight. [booming] It is time for a new day in Equestria!"
143,Horse Play,Princess Celestia,Princess Celestia,"No longer in that role. Rarity, Applejack, Pinkie, Twilight, go calm the audience. Let them know the play will start in just a minute.","Oh, yes, yes. My Royal Canterlot Voice. Thank you for the reminder, Twilight. [booming] It is time for a new day in Equestria!",Princess Celestia,"Fortunately, I know a thing or two about how to deal with those."
144,Horse Play,Princess Celestia,Princess Celestia,"Oh, yes, yes. My Royal Canterlot Voice. Thank you for the reminder, Twilight. [booming] It is time for a new day in Equestria!","Fortunately, I know a thing or two about how to deal with those.",Princess Celestia,No. But I am a princess.
145,Horse Play,Princess Celestia,Princess Celestia,"Fortunately, I know a thing or two about how to deal with those.",No. But I am a princess.,Princess Celestia,"Well... I don't know about that. Isn't there an old saying? ""The show must go on""? There may be a way for us to save the play yet."
146,Horse Play,Princess Celestia,Princess Celestia,No. But I am a princess.,"Well... I don't know about that. Isn't there an old saying? ""The show must go on""? There may be a way for us to save the play yet.",Princess Celestia,You really mean that?
147,Horse Play,Princess Celestia,Princess Celestia,"Well... I don't know about that. Isn't there an old saying? ""The show must go on""? There may be a way for us to save the play yet.",You really mean that?,Princess Celestia,"Oh, uh, I said [quietly] it is time for a new day in Equestria."
148,Horse Play,Princess Celestia,Princess Celestia,You really mean that?,"Oh, uh, I said [quietly] it is time for a new day in Equestria.",Princess Celestia,"Oh! Uh, right! Of course! Heh. [clears throat] [quietly] It is time for a new day in Equestria."
149,Horse Play,Princess Celestia,Princess Celestia,"Oh, uh, I said [quietly] it is time for a new day in Equestria.","Oh! Uh, right! Of course! Heh. [clears throat] [quietly] It is time for a new day in Equestria.",Princess Celestia,"Oh, uh, forgive me for getting so excited. It's just, when I was a filly, my friends often put on plays. [sighs] It was so wonderful. Everypony coming together to create a magical experience to share with others. I've always believed theater brings out the best in us and forges a special bond of friendship."
150,Horse Play,Princess Celestia,Princess Celestia,"Oh! Uh, right! Of course! Heh. [clears throat] [quietly] It is time for a new day in Equestria.","Oh, uh, forgive me for getting so excited. It's just, when I was a filly, my friends often put on plays. [sighs] It was so wonderful. Everypony coming together to create a magical experience to share with others. I've always believed theater brings out the best in us and forges a special bond of friendship.",Princess Celestia,"Oh, not me. I was always too busy with my magic lessons to be part of any plays myself. But still, it's something I always wished I could experience."
151,Horse Play,Princess Celestia,Princess Celestia,"Oh, uh, forgive me for getting so excited. It's just, when I was a filly, my friends often put on plays. [sighs] It was so wonderful. Everypony coming together to create a magical experience to share with others. I've always believed theater brings out the best in us and forges a special bond of friendship.","Oh, not me. I was always too busy with my magic lessons to be part of any plays myself. But still, it's something I always wished I could experience.",Princess Celestia,You want me to star in your play?!
152,Horse Play,Princess Celestia,Princess Celestia,"Oh, not me. I was always too busy with my magic lessons to be part of any plays myself. But still, it's something I always wished I could experience.",You want me to star in your play?!,Princess Celestia,Twilight.
153,Horse Play,Princess Celestia,Princess Celestia,You want me to star in your play?!,Twilight.,Princess Celestia,You're not the only ones. What did you have in mind?
154,Horse Play,Princess Celestia,Princess Celestia,Twilight.,You're not the only ones. What did you have in mind?,Princess Celestia,"My... ""ones-versary""?"
155,Horse Play,Princess Celestia,Princess Celestia,You're not the only ones. What did you have in mind?,"My... ""ones-versary""?",Princess Celestia,"Your invitation is very kind, but are you certain it's wise? I have no acting experience at all."
156,Horse Play,Princess Celestia,Princess Celestia,"My... ""ones-versary""?","Your invitation is very kind, but are you certain it's wise? I have no acting experience at all.",Princess Celestia,Then I would be delighted to join your theater troupe!
157,Horse Play,Princess Celestia,Princess Celestia,"Your invitation is very kind, but are you certain it's wise? I have no acting experience at all.",Then I would be delighted to join your theater troupe!,Princess Celestia,"Well, if you're sure..."
158,Horse Play,Princess Celestia,Princess Celestia,Then I would be delighted to join your theater troupe!,"Well, if you're sure...",,
159,It's About Time,Princess Celestia,,,"Good morning, Twilight. Love the new hairstyle. Well, happy Tuesday!",,
160,Keep Calm and Flutter On,Princess Celestia,,,"Yes, I understand. But I have use for Discord's magic if it can be reformed to serve good instead of evil. This is why I've brought Discord here, because I believe that you are the ponies who can help him do just that.",Princess Celestia,"Congratulations on your success, ponies. I definitely sense a big change in Discord. [to Twilight] I'll leave the Elements of Harmony with you, Twilight. Just in case."
161,Keep Calm and Flutter On,Princess Celestia,Princess Celestia,"Yes, I understand. But I have use for Discord's magic if it can be reformed to serve good instead of evil. This is why I've brought Discord here, because I believe that you are the ponies who can help him do just that.","Congratulations on your success, ponies. I definitely sense a big change in Discord. [to Twilight] I'll leave the Elements of Harmony with you, Twilight. Just in case.",Princess Celestia,Need I remind you that you are the ponies who turned him back into stone like this in the first place?
162,Keep Calm and Flutter On,Princess Celestia,Princess Celestia,"Congratulations on your success, ponies. I definitely sense a big change in Discord. [to Twilight] I'll leave the Elements of Harmony with you, Twilight. Just in case.",Need I remind you that you are the ponies who turned him back into stone like this in the first place?,Princess Celestia,"No need, Spike. I have them right here, and I've cast a spell so Discord can't take them and hide them again. Now where is Fluttershy? I believe she may know best how to begin reforming Discord."
163,Keep Calm and Flutter On,Princess Celestia,Princess Celestia,Need I remind you that you are the ponies who turned him back into stone like this in the first place?,"No need, Spike. I have them right here, and I've cast a spell so Discord can't take them and hide them again. Now where is Fluttershy? I believe she may know best how to begin reforming Discord.",Princess Celestia,"I'm fully aware that the last time Discord was here, he created serious havoc."
164,Keep Calm and Flutter On,Princess Celestia,Princess Celestia,"No need, Spike. I have them right here, and I've cast a spell so Discord can't take them and hide them again. Now where is Fluttershy? I believe she may know best how to begin reforming Discord.","I'm fully aware that the last time Discord was here, he created serious havoc.",Princess Celestia,"I do. Now, I must return to Canterlot for Equestria's royal summit. You may release Discord when ready."
165,Keep Calm and Flutter On,Princess Celestia,Princess Celestia,"I'm fully aware that the last time Discord was here, he created serious havoc.","I do. Now, I must return to Canterlot for Equestria's royal summit. You may release Discord when ready.",Princess Celestia,"I realize that this is a tall order, but I wouldn't ask if I weren't confident you could get him to use magic obediently of his own free will."
166,Keep Calm and Flutter On,Princess Celestia,Princess Celestia,"I do. Now, I must return to Canterlot for Equestria's royal summit. You may release Discord when ready.","I realize that this is a tall order, but I wouldn't ask if I weren't confident you could get him to use magic obediently of his own free will.",,
167,Lesson Zero,Princess Celestia,,,"Very well. I'll forget Twilight's ""punishment"" on one condition.",Princess Celestia,"You are a wonderful student, Twilight. I don't have to get a letter every week to know that."
168,Lesson Zero,Princess Celestia,Princess Celestia,"Very well. I'll forget Twilight's ""punishment"" on one condition.","You are a wonderful student, Twilight. I don't have to get a letter every week to know that.",Princess Celestia,I'm listening.
169,Lesson Zero,Princess Celestia,Princess Celestia,"You are a wonderful student, Twilight. I don't have to get a letter every week to know that.",I'm listening.,Princess Celestia,Looks like you all learned a pretty valuable lesson today.
170,Lesson Zero,Princess Celestia,Princess Celestia,I'm listening.,Looks like you all learned a pretty valuable lesson today.,Princess Celestia,Twilight Sparkle!
171,Lesson Zero,Princess Celestia,Princess Celestia,Looks like you all learned a pretty valuable lesson today.,Twilight Sparkle!,Princess Celestia,Meet me in the library.
172,Lesson Zero,Princess Celestia,Princess Celestia,Twilight Sparkle!,Meet me in the library.,Princess Celestia,"Your friend Spike made me aware that you were letting your fears get the best of you. I commend him for taking your feelings seriously. Now, if you will all excuse me, I must return to Canterlot. I'm expecting some mail."
173,Lesson Zero,Princess Celestia,Princess Celestia,Meet me in the library.,"Your friend Spike made me aware that you were letting your fears get the best of you. I commend him for taking your feelings seriously. Now, if you will all excuse me, I must return to Canterlot. I'm expecting some mail.",Princess Celestia,"From this day forth, I would like you all to report to me your findings on the magic of friendship when, and only when, you happen to discover them."
174,Lesson Zero,Princess Celestia,Princess Celestia,"Your friend Spike made me aware that you were letting your fears get the best of you. I commend him for taking your feelings seriously. Now, if you will all excuse me, I must return to Canterlot. I'm expecting some mail.","From this day forth, I would like you all to report to me your findings on the magic of friendship when, and only when, you happen to discover them.",,
175,Magical Mystery Cure,Princess Celestia,,,That's because she is a princess.,Princess Celestia,"Since you've come to Ponyville, you've displayed the charity, compassion, devotion, integrity, optimism, and of course, the leadership of a true princess."
176,Magical Mystery Cure,Princess Celestia,Princess Celestia,That's because she is a princess.,"Since you've come to Ponyville, you've displayed the charity, compassion, devotion, integrity, optimism, and of course, the leadership of a true princess.",Princess Celestia,"Say something, Princess."
177,Magical Mystery Cure,Princess Celestia,Princess Celestia,"Since you've come to Ponyville, you've displayed the charity, compassion, devotion, integrity, optimism, and of course, the leadership of a true princess.","Say something, Princess.",Princess Celestia,"We are gathered here today in celebration of a momentous occasion. My most faithful student, Twilight Sparkle, has done many extraordinary things since she's lived in Ponyville. She even helped reunite me with my sister, Princess Luna. But today, Twilight Sparkle did something extraordinary. She created new magic, proving without a doubt that she is ready to be crowned Equestria's newest princess. Fillies and gentlecolts, may I present for the very first time, Princess Twilight Sparkle!"
178,Magical Mystery Cure,Princess Celestia,Princess Celestia,"Say something, Princess.","We are gathered here today in celebration of a momentous occasion. My most faithful student, Twilight Sparkle, has done many extraordinary things since she's lived in Ponyville. She even helped reunite me with my sister, Princess Luna. But today, Twilight Sparkle did something extraordinary. She created new magic, proving without a doubt that she is ready to be crowned Equestria's newest princess. Fillies and gentlecolts, may I present for the very first time, Princess Twilight Sparkle!",Princess Celestia,[giggles] There will be time for all of that later.
179,Magical Mystery Cure,Princess Celestia,Princess Celestia,"We are gathered here today in celebration of a momentous occasion. My most faithful student, Twilight Sparkle, has done many extraordinary things since she's lived in Ponyville. She even helped reunite me with my sister, Princess Luna. But today, Twilight Sparkle did something extraordinary. She created new magic, proving without a doubt that she is ready to be crowned Equestria's newest princess. Fillies and gentlecolts, may I present for the very first time, Princess Twilight Sparkle!",[giggles] There will be time for all of that later.,Princess Celestia,"[echoing] Congratulations, Twilight. I knew you could do it."
180,Magical Mystery Cure,Princess Celestia,Princess Celestia,[giggles] There will be time for all of that later.,"[echoing] Congratulations, Twilight. I knew you could do it.",Princess Celestia,"You did something today that's never been done before. Something even a great unicorn like Star Swirl the Bearded was not able to do, because he did not understand friendship like you do. The lessons you've learned here in Ponyville have taught you well. You have proven that you're ready, Twilight."
181,Magical Mystery Cure,Princess Celestia,Princess Celestia,"[echoing] Congratulations, Twilight. I knew you could do it.","You did something today that's never been done before. Something even a great unicorn like Star Swirl the Bearded was not able to do, because he did not understand friendship like you do. The lessons you've learned here in Ponyville have taught you well. You have proven that you're ready, Twilight.",Princess Celestia,"You've come such a long, long way And I've watched you from that very first day To see how you might grow To see what you might do To see what you've been through And all the ways you've made me proud of you"
182,Magical Mystery Cure,Princess Celestia,Princess Celestia,"You did something today that's never been done before. Something even a great unicorn like Star Swirl the Bearded was not able to do, because he did not understand friendship like you do. The lessons you've learned here in Ponyville have taught you well. You have proven that you're ready, Twilight.","You've come such a long, long way And I've watched you from that very first day To see how you might grow To see what you might do To see what you've been through And all the ways you've made me proud of you",Princess Celestia,"Not in the same way as before. I'll still be here to help and guide you, but we're all your students now, too. You are an inspiration to us all, Twilight."
183,Magical Mystery Cure,Princess Celestia,Princess Celestia,"You've come such a long, long way And I've watched you from that very first day To see how you might grow To see what you might do To see what you've been through And all the ways you've made me proud of you","Not in the same way as before. I'll still be here to help and guide you, but we're all your students now, too. You are an inspiration to us all, Twilight.",,
184,Make New Friends but Keep Discord,Princess Celestia,,,"Thank you, Twilight. I am quite looking forward to just enjoying the Gala for once.",Princess Celestia,You have nothing to apologize for. This has been the most fun Gala in years!
185,Make New Friends but Keep Discord,Princess Celestia,Princess Celestia,"Thank you, Twilight. I am quite looking forward to just enjoying the Gala for once.",You have nothing to apologize for. This has been the most fun Gala in years!,Princess Celestia,I know! Can you imagine how dull it would have been if I hadn't invited Discord? Come on! Whoo! The night is still young!
186,Make New Friends but Keep Discord,Princess Celestia,Princess Celestia,You have nothing to apologize for. This has been the most fun Gala in years!,I know! Can you imagine how dull it would have been if I hadn't invited Discord? Come on! Whoo! The night is still young!,Princess Celestia,"I must say, it's been very nice having you take over some of the planning responsibilities for this year's Gala."
187,Make New Friends but Keep Discord,Princess Celestia,Princess Celestia,I know! Can you imagine how dull it would have been if I hadn't invited Discord? Come on! Whoo! The night is still young!,"I must say, it's been very nice having you take over some of the planning responsibilities for this year's Gala.",Princess Celestia,I'm afraid not!
188,Make New Friends but Keep Discord,Princess Celestia,Princess Celestia,"I must say, it's been very nice having you take over some of the planning responsibilities for this year's Gala.",I'm afraid not!,,
189,Party Pooped,Princess Celestia,,,"I am very impressed, princess.",Princess Celestia,And you did a wonderful job of it. You and your friends.
190,Party Pooped,Princess Celestia,Princess Celestia,"I am very impressed, princess.",And you did a wonderful job of it. You and your friends.,,
191,Princess Spike,Princess Celestia,,,"You delegates have traveled far and wide to represent your cities as we seek to celebrate and learn from all the unique places that make up our wonderful land of Equestria. At tonight's welcome reception, Princess Cadance will dedicate this beautiful friendship statue made up of gemstones from each of your home cities.",Princess Celestia,Now I'd like to turn things over to the one who organized the summit: Princess Twilight Sparkle!
192,Princess Spike,Princess Celestia,Princess Celestia,"You delegates have traveled far and wide to represent your cities as we seek to celebrate and learn from all the unique places that make up our wonderful land of Equestria. At tonight's welcome reception, Princess Cadance will dedicate this beautiful friendship statue made up of gemstones from each of your home cities.",Now I'd like to turn things over to the one who organized the summit: Princess Twilight Sparkle!,,
193,Princess Twilight Sparkle - Part 1,Princess Celestia,,,I must admit that it is wonderful to actually be looking forward to the Summer Sun Celebration.,Princess Celestia,And I'm sure you won't.
194,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,I must admit that it is wonderful to actually be looking forward to the Summer Sun Celebration.,And I'm sure you won't.,Princess Celestia,I'll leave you to it.
195,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,And I'm sure you won't.,I'll leave you to it.,Princess Celestia,"A letter from Ponyville, I presume?"
196,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,I'll leave you to it.,"A letter from Ponyville, I presume?",Princess Celestia,"You may no longer be my student, Princess Twilight, but I hope you know that I will always be here if you need me. Just as I hope that you will always be there when I need you."
197,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,"A letter from Ponyville, I presume?","You may no longer be my student, Princess Twilight, but I hope you know that I will always be here if you need me. Just as I hope that you will always be there when I need you.",Princess Celestia,"But now it has become a wonderful reminder of her transformation back into Princess Luna, and our happy reunion. I am so pleased that you will be playing a role in the festivities. I know it must have been difficult to see your friends return to Ponyville without you."
198,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,"You may no longer be my student, Princess Twilight, but I hope you know that I will always be here if you need me. Just as I hope that you will always be there when I need you.","But now it has become a wonderful reminder of her transformation back into Princess Luna, and our happy reunion. I am so pleased that you will be playing a role in the festivities. I know it must have been difficult to see your friends return to Ponyville without you.",Princess Celestia,"For my subjects, it has always been a celebration of my defeat of Nightmare Moon. But for me... [sighs] It was just a terrible reminder that I'd had to banish my own sister."
199,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,"But now it has become a wonderful reminder of her transformation back into Princess Luna, and our happy reunion. I am so pleased that you will be playing a role in the festivities. I know it must have been difficult to see your friends return to Ponyville without you.","For my subjects, it has always been a celebration of my defeat of Nightmare Moon. But for me... [sighs] It was just a terrible reminder that I'd had to banish my own sister.",Princess Celestia,[giggles] No need to apologize.
200,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,"For my subjects, it has always been a celebration of my defeat of Nightmare Moon. But for me... [sighs] It was just a terrible reminder that I'd had to banish my own sister.",[giggles] No need to apologize.,Princess Celestia,"No need for that now, Princess Twilight."
201,Princess Twilight Sparkle - Part 1,Princess Celestia,Princess Celestia,[giggles] No need to apologize.,"No need for that now, Princess Twilight.",,
202,Princess Twilight Sparkle - Part 2,Princess Celestia,,,I do not know where they are. But I do know that it is a mystery you will not be solving alone.,Princess Celestia,"Luna, I will not fight you! You must lower the moon! It is your duty!"
